"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"EEG-Based Alzheimer’s Disease Detection Using Deep Learning Techniques","A. S.A.; J. T. Panachakel","Dept. of Computer Science and Engineering, College of Engineering, Trivandrum, India; Dept. of Electronics and Comm. Engg., College of Engineering, Trivandrum, India",2024 IEEE 12th Region 10 Humanitarian Technology Conference (R10-HTC),"11 Dec 2024","2024","","","1","6","Alzheimer’s disease (AD) is a neurological condition characterized by the degeneration of neuron cells, leading to cognitive impairment. This project investigates the effectiveness of EEG-based features for detecting Alzheimer’s Disease using deep learning techniques. The dataset comprises EEG recordings from healthy controls, Frontotemporal Dementia (FTD) patients, and patients diagnosed with AD. Data preprocessing involved segmenting the EEG signals into fixed-length epochs and filtering the baseline EEG into alpha, beta, and theta frequency bands. Features such as Mean Phase Coherence (MPC), Differential Entropy (DE), and Mean Squared Coherence (MSC) were computed pairwise for each epoch and frequency band. A feature matrix was constructed for each subject by stacking these features, which were then converted into images and used as input data for a ResNet50-based pre-trained model. The model was tested in leave-one-out cross-validation setting and achieved results comparable to the state-of-the-art in distinguishing between EEG recordings from healthy and AD-affected subjects.","2572-7621","979-8-3503-4020-4","10.1109/R10-HTC59322.2024.10778722","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10778722","Alzheimer’s disease (AD);Front Temporal Dementia (FTD);deep learning;classification;electroencephalogram (EEG)","Deep learning;Computational modeling;Coherence;Brain modeling;Feature extraction;Electroencephalography;Data models;Recording;Reliability;Alzheimer's disease","","","","8","IEEE","11 Dec 2024","","","IEEE","IEEE Conferences"
"Early Detection of Alzheimer's Disease using Feed Forward Neural Network","B. Patra; N. P. Maity; B. Charan Sutar","Department of ECE, Mizoram University, Mizoram, India; Department of ECE, Mizoram University, Mizoram, India; Department of Physics, KMBB Group of Institutions, Odisha, India",2023 14th International Conference on Computing Communication and Networking Technologies (ICCCNT),"23 Nov 2023","2023","","","1","4","Millions of individuals throughout the world are affected by the progressive neurological complications known as Alzheimer's disease (AD). Early AD diagnosis is essential for efficient care and treatment, but conventional diagnostic techniques can be incorrect or intrusive. In this paper, we analyze how feed-forward neural networks (FFNN) are used to predict the onset of AD using the OASIS dataset, a publicly available neuroimaging and clinical dataset. We apply a series of preprocessing steps to clean, transform, and normalize the data, and train the FFNN to predict the presence or absence of AD based on a set of input features. We evaluate the performance of the FFNN using several metrics, including accuracy, sensitivity, and specificity and compare the results to other commonly used machine learning models. Our findings demonstrate the potential of FFNNs for the early detection of AD and highlight the importance of careful preprocessing and evaluation of machine learning models.","2473-7674","979-8-3503-3509-5","10.1109/ICCCNT56998.2023.10307151","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10307151","Alzheimer’s Disease;Feed-forward neural network;OASIS Datasets;Early Detection;Machine Learning","Neuroimaging;Measurement;Data preprocessing;Machine learning;Transforms;Sensitivity and specificity;Feedforward neural networks","","3","","20","IEEE","23 Nov 2023","","","IEEE","IEEE Conferences"
"Brain Imaging and GRU-CNN Hybrid Framework for Alzheimer's Disease Progression Analysis","L. Selvam; R. Dhamotharan; R. S. Krishnan; J. R. Francis Raj; G. R. Sankar; G. Yamini","Department of Computer Science and Engineering, SRM Madurai College for Engineering and Technology, Pottapalayam, Sivaganga, India; Department of Computer Science and Information Technology, Kalasalingam Academy of Research and Education, Krishnankoil, India; Department of Electronics and Communication Engineering, SCAD College of Engineering and Technology, Cheranmahadevi, India; Department of Electronics and Communication Engineering, Saveetha School of Engineering, Saveetha Institute of Medical and Technical Sciences, Chennai, India; Department of Computer Science and Engineering, Velammal College of Engineering and Technology, Madurai, India; Department of English, Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology, Avadi, Chennai, India",2025 4th International Conference on Sentiment Analysis and Deep Learning (ICSADL),"27 Mar 2025","2025","","","1308","1315","Alzheimer's disease detection and classification using deep learning techniques offer significant advancements in early diagnosis and progression analysis of this neurodegenerative disorder. This approach leverages various medical imaging modalities such as MRI, PET, CT, and fMRI, alongside clinical data like cognitive test results and biomarkers, to assess brain changes associated with Alzheimer's. The focus is on classifying the disease into three stages: Mild, Moderate, and Severe, using advanced machine learning models. Deep learning techniques, such as EfficientNet B7 for 2D imaging and 3D CNNs for volumetric data, enable efficient feature extraction from medical scans. Additionally, Recurrent Neural Networks (RNNs) with GRU layers are used to capture temporal patterns from longitudinal data, improving predictive accuracy. Hybrid models, combining CNNs with attention mechanisms, further enhance classification. The model uses a multi-class classification approach with Softmax activation to predict the likelihood of each stage of Alzheimer's disease. Performance evaluation includes key metrics such as accuracy, precision, recall, F1 score, and AUC (Area Under the Curve). AUC can be calculated in two ways: individual AUC scores for each disease stage or a combined AUC for overall classification. This analysis provides a comprehensive understanding of the model's effectiveness in distinguishing between different stages of Alzheimer's. The results can be integrated into clinical workflows to assist healthcare professionals in diagnosing and monitoring Alzheimer's disease progression, offering a potential path toward more efficient and early intervention strategies.","","979-8-3315-2392-3","10.1109/ICSADL65848.2025.10933350","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10933350","Alzheimer Disease;Disease Progression;Deep Learning;3D CNN;Multi-Class Classification;Hybrid Models;GRU Layers","Deep learning;Support vector machines;Solid modeling;Analytical models;Three-dimensional displays;Accuracy;Attention mechanisms;Brain modeling;Data models;Alzheimer's disease","","1","","21","IEEE","27 Mar 2025","","","IEEE","IEEE Conferences"
"Enhanced Multimodal Low-Rank Embedding-Based Feature Selection Model for Multimodal Alzheimer’s Disease Diagnosis","Z. Chen; Y. Liu; Y. Zhang; J. Zhu; Q. Li; X. Wu","Knowledge and Data Engineering Laboratory of Chinese Medicine, School of Information and Software Engineering, University of Electronic Science and Technology of China, Chengdu, China; Knowledge and Data Engineering Laboratory of Chinese Medicine, School of Information and Software Engineering, University of Electronic Science and Technology of China, Chengdu, China; Knowledge and Data Engineering Laboratory of Chinese Medicine, School of Information and Software Engineering, University of Electronic Science and Technology of China, Chengdu, China; Knowledge and Data Engineering Laboratory of Chinese Medicine, School of Information and Software Engineering, University of Electronic Science and Technology of China, Chengdu, China; Knowledge and Data Engineering Laboratory of Chinese Medicine, School of Information and Software Engineering, University of Electronic Science and Technology of China, Chengdu, China; Key Laboratory of Knowledge Engineering with Big Data, the Ministry of Education of China, Hefei University of Technology, Hefei, China",IEEE Transactions on Medical Imaging,"4 Feb 2025","2025","44","2","815","827","Identification of Alzheimer’s disease (AD) with multimodal neuroimaging data has been receiving increasing attention. However, the presence of numerous redundant features and corrupted neuroimages within multimodal datasets poses significant challenges for existing methods. In this paper, we propose a feature selection method named Enhanced Multimodal Low-rank Embedding (EMLE) for multimodal AD diagnosis. Unlike previous methods utilizing convex relaxations of the  $\ell _{{2},{0}}$ -norm, EMLE exploits an  $\ell _{{2},\gamma }$ -norm regularized projection matrix to obtain an embedding representation and select informative features jointly for each modality. The  $\ell _{{2},\gamma }$ -norm, employing an upper-bounded nonconvex Minimax Concave Penalty (MCP) function to characterize sparsity, offers a superior approximation for the  $\ell _{{2},{0}}$ -norm compared to other convex relaxations. Next, a similarity graph is learned based on the self-expressiveness property to increase the robustness to corrupted data. As the approximation coefficient vectors of samples from the same class should be highly correlated, an MCP function introduced norm, i.e., matrix  $\gamma $ -norm, is applied to constrain the rank of the graph. Furthermore, recognizing that diverse modalities should share an underlying structure related to AD, we establish a consensus graph for all modalities to unveil intrinsic structures across multiple modalities. Finally, we fuse the embedding representations of all modalities into the label space to incorporate supervisory information. The results of extensive experiments on the Alzheimer’s Disease Neuroimaging Initiative datasets verify the discriminability of the features selected by EMLE.","1558-254X","","10.1109/TMI.2024.3464861","National Natural Science Foundation of China (NSFC)(grant numbers:62402092,62202084,82374559); Chengdu Key Research and Development Program(grant numbers:2024-YF05-02540-SN); China Postdoctoral Science Foundation(grant numbers:2024T170105,2021M690028); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10684737","Alzheimer’s disease;feature selection;multimodal neuroimaging;low-rank embedding","Neuroimaging;Vectors;Feature extraction;Alzheimer's disease;Upper bound;Robustness;Sparse matrices","Alzheimer Disease;Humans;Multimodal Imaging;Algorithms;Neuroimaging;Brain;Image Interpretation, Computer-Assisted;Magnetic Resonance Imaging;Databases, Factual","2","","46","IEEE","20 Sep 2024","","","IEEE","IEEE Journals"
"Unveiling Alzheimer's Stages Through Transfer Learning and Custom CNN Layers","D. Arivalagan; M. M; S. M. M; S. D. S; V. O","Department of Electronics Engineering, Madras Institute of Technology, Anna University, Chennai, India; Department of Electronics Engineering, Madras Institute of Technology, Anna University, Chennai, India; Department of Electronics Engineering, Madras Institute of Technology, Anna University, Chennai, India; Department of Electronics Engineering, Madras Institute of Technology, Anna University, Chennai, India; Department of Electronics Engineering, Madras Institute of Technology, Anna University, Chennai, India",2024 International Conference on Distributed Computing and Optimization Techniques (ICDCOT),"8 May 2024","2024","","","1","6","A neuro degenerative condition called Alzheimer's is a complex disease which involves the progressive decline of cognitive abilities. Alzheimer's disease gradually destroys brain cells, disrupting the intricate networks that enable thinking, memory, and behavior. The various stages of Alzheimer's disease are categorized as Non-Dementia, Very Mild Dementia, Mild Dementia, and Moderate Dementia. A Pre-trained model and a 10-layer CNN model were used for the classification of various stages of Alzheimer's using brain MRI scans. The system utilizes a dataset of MRI images including Mild Demented, Moderate Demented, NonDemented, and Very Mild Demented classes. Pretrained transfer learning models are compared to achieve accurate classification, including Efficient Net B0, Inception V3, ResNet 50, MobileNet V3, VGG16, and DenseNet. The Convolutional Neural Network (CNN) Model with 10 different layers is designed to classify the different stages of the disease accurately. The results show that the segregation of images using pre-trained ResNet50 Model without preweights and additional layers is 97% and this outperforms the CNN's classification rate.","","979-8-3503-8295-2","10.1109/ICDCOT61034.2024.10515404","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10515404","Alzheimer's disease;Convolutional Neural Network;Transfer learning","Magnetic resonance imaging;Transfer learning;Estimation;Brain modeling;Convolutional neural networks;Alzheimer's disease;Distributed computing","","1","","15","IEEE","8 May 2024","","","IEEE","IEEE Conferences"
"Early Detection of Alzheimer's Disease Based on Deep Learning Approach Using Brain MRI","A. Chakrabortty; S. R. Rahman; T. Islam; M. R. Islam; M. A. Mamun","Department of Computer Science and Engineering, Hajee Mohammad Danesh Science and Technology University, Dinajpur, Bangladesh; Department of Computer Science and Engineering, Hajee Mohammad Danesh Science and Technology University, Dinajpur, Bangladesh; Department of Computer Science and Engineering, Hajee Mohammad Danesh Science and Technology University, Dinajpur, Bangladesh; Department of Computer Science and Engineering, Hajee Mohammad Danesh Science and Technology University, Dinajpur, Bangladesh; Department of Computer Science and Engineering, Hajee Mohammad Danesh Science and Technology University, Dinajpur, Bangladesh",2023 6th International Conference on Electrical Information and Communication Technology (EICT),"13 Feb 2024","2023","","","1","6","Alzheimer's disease is one kind of neurological condition for which people gradually decrease their mental capacity and memory. The number of Alzheimer's patients nowadays is rising quickly, which is quite concerning for the advancement of humanity. The scenario is much more terrible because this illness has no cure. A professional neurologist needs to examine medical imaging techniques including PET scans, CT scans, and MRIs for diagnosing an Alzheimer's patient. This procedure is time- and resource-intensive. Many people hesitate to treat Alzheimer's disease because of this instability. The potential for early detection of Alzheimer's disease might be achieved by the use of Magnetic Resonance Imaging (MRI). However, the MRI dataset has an issue in class imbalance problem. To address the problems in the dataset, a data balancing technique called SMOTETomek is used and then a lightweight CNN model is developed that uses MRI images as input and determines a patient's stage. In terms of recall, precision, accuracy, ROC curve, and f1 score, the performance of the CNN model has been compared with a few transfer learning algorithms. Therefore, using the proposed model, each Alzheimer's patient may determine what stage of the disease they are now in and take further actions to lower the mortality rate of Alzheimer's patients. The model under consideration demonstrates superior performance when compared to previous models, with an accuracy rate of 97.50%.","","979-8-3503-7083-6","10.1109/EICT61409.2023.10427876","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10427876","Alzheimer's disease stage classification;Data imbalance;deep learning;Convolutional Neural Network;brain MRI","Training;Magnetic resonance imaging;Computational modeling;Computed tomography;Transfer learning;Data models;Alzheimer's disease","","1","","21","IEEE","13 Feb 2024","","","IEEE","IEEE Conferences"
"Classification of Alzheimer's Disease Using fMRI-Based Brain Functional Network Data","D. Yang; R. Wang; C. Song","School of Information Technology and Engineering, Tianjin University of Technology and Education, Tianjin, China; School of Information Technology and Engineering, Tianjin University of Technology and Education, Tianjin, China; School of Information Technology and Engineering, Tianjin University of Technology and Education, Tianjin, China",2024 6th Asia Symposium on Image Processing (ASIP),"12 Nov 2024","2024","","","97","101","In recent years, functional magnetic resonance imaging (fMRI) has played a crucial role in revealing brain functional networks, especially in the study of Alzheimer's disease (AD). Given the successful application of deep learning techniques in medical image analysis, this study proposes a hybrid model combining Convolutional Neural Networks (CNN), Bidirectional Long Short-Term Memory networks (Bi-LSTM), and Multi-head Attention mechanisms to improve the classification accuracy between AD and normal controls (CN). By taking functional connectivity (FC) network matrices as input, our model not only enhances sample diversity with Generative Adversarial Networks (GAN) but also effectively extracts spatial and temporal features through improved 1D CNN and Bi-LSTM. Importantly, the Multi-head Attention mechanism enables the model to adaptively and parallel learn the importance of features at different time steps and spatial locations in the sequence. Experimental results show that our model achieves a high accuracy of 98.59% in the classification task between AD and CN, demonstrating the potential of this method in early diagnosis of AD.","","979-8-3503-7615-9","10.1109/ASIP63198.2024.00025","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10744632","Alzheimer's disease;Deep learning;Functional connectivity network;Bidirectional Long Short-Term Memory;Multi-head Attention","Deep learning;Adaptation models;Attention mechanisms;Accuracy;Functional magnetic resonance imaging;Feature extraction;Generative adversarial networks;Brain modeling;Convolutional neural networks;Alzheimer's disease","","1","","18","IEEE","12 Nov 2024","","","IEEE","IEEE Conferences"
"Age Knowledge Guided CNN-Transformer Network for Alzheimer's Disease Diagnosis","T. Cheng; Z. Guan; J. Qu; J. Li; B. Lei; X. Song","National-Regional Key Technology Engineering Laboratory for Medical Ultrasound, Guangdong Key Laboratory for Biomedical Measurements and Ultrasound Imaging, School of Biomedical Engineering, Shenzhen University Medical School, Shenzhen University, China; National-Regional Key Technology Engineering Laboratory for Medical Ultrasound, Guangdong Key Laboratory for Biomedical Measurements and Ultrasound Imaging, School of Biomedical Engineering, Shenzhen University Medical School, Shenzhen University, China; National-Regional Key Technology Engineering Laboratory for Medical Ultrasound, Guangdong Key Laboratory for Biomedical Measurements and Ultrasound Imaging, School of Biomedical Engineering, Shenzhen University Medical School, Shenzhen University, China; National-Regional Key Technology Engineering Laboratory for Medical Ultrasound, Guangdong Key Laboratory for Biomedical Measurements and Ultrasound Imaging, School of Biomedical Engineering, Shenzhen University Medical School, Shenzhen University, China; National-Regional Key Technology Engineering Laboratory for Medical Ultrasound, Guangdong Key Laboratory for Biomedical Measurements and Ultrasound Imaging, School of Biomedical Engineering, Shenzhen University Medical School, Shenzhen University, China; National-Regional Key Technology Engineering Laboratory for Medical Ultrasound, Guangdong Key Laboratory for Biomedical Measurements and Ultrasound Imaging, School of Biomedical Engineering, Shenzhen University Medical School, Shenzhen University, China",2025 IEEE 22nd International Symposium on Biomedical Imaging (ISBI),"12 May 2025","2025","","","1","4","Alzheimer's disease (AD) is a neuro-degenerative disorder characterized by subtle structural changes across certain brain regions. These changes can result in a gap between one's chronological age and brain age, which can be served as a biomarker for AD diagnosis. However, it is challenging to leverage this knowledge effectively. To address this problem, we introduced a dual-branch age knowledge guided CNN-Transformer network. The proposed framework comprises three parts: 1) Brain age prediction branch generates predicted brain age and age-related multi-scale feature maps; 2) AD prediction branch fuses the feature maps and extracts AD-related features; 3) Brain Age Guided Attention Module integrates features of the two branches and gives the final AD classification. Furthermore, we propose a novel Channel-Coordinate Attention (CCA) to enhance feature capabilities in 3D neuroimaging data. Our approach leverages the complementary strengths of CNN and Transformer architectures, achieving robust classification results by utilizing age knowledge effectively.","1945-8452","979-8-3315-2052-6","10.1109/ISBI60581.2025.10980958","National Natural Science Foundation of China(grant numbers:62371308,62101338); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10980958","Alzheimer's Disease;Brain Age Predict;Attention Mechanism;CNN-Transformer Network","Knowledge engineering;Neuroimaging;Heating systems;Three-dimensional displays;Attention mechanisms;Feature extraction;Transformers;Medical diagnosis;Alzheimer's disease;Biomedical imaging","","","","13","IEEE","12 May 2025","","","IEEE","IEEE Conferences"
"Effect of Comorbidities Features in Machine Learning Models for Survival Analysis to Predict Prodromal Alzheimer’s Disease","F. Abuhantash; A. A. Shehhi; L. Hadjileontiadis; M. L. Seghier","Department of Biomedical Engineering, Khalifa University of Science and Technology, Abudhabi, UAE; Department of Biomedical Engineering, Khalifa University of Science and Technology, Abudhabi, UAE; Department of Biomedical Engineering, Khalifa University of Science and Technology, Abudhabi, UAE; Department of Biomedical Engineering, Khalifa University of Science and Technology, Abudhabi, UAE",2023 45th Annual International Conference of the IEEE Engineering in Medicine & Biology Society (EMBC),"11 Dec 2023","2023","","","1","4","Alzheimer’s Disease (AD) is the most common form of dementia, specifically a progressive degenerative disorder affecting 47 million people worldwide and is only expected to grow in the elderly population. The detection of AD in its early stages is crucial to allow early intervention aiding in the prevention or slowing down of the disease. The effect of using comorbidity features in machine learning models to predict the time until a patient develops a prodrome was observed. In this study, we used Alzheimer’s Disease Neuroimaging Initiative (ADNI) high-dimensional clinical data to compare the performance of six machine learning algorithms for survival analysis, combined with six feature selection methods trained on two settings: with and without comorbidities features. Our ridge model combined with permutation feature selection achieves maximum performance of 0.90 when using comorbidity features with the concordance index as a performance indicator. This demonstrated that incorporating comorbidities into the feature set enhances the performance of survival analysis for Alzheimer’s disease. There is potential to identify risk factors (coronary artery disease) from comorbidities which could guide preventative care based on medical history.","2694-0604","979-8-3503-2447-1","10.1109/EMBC40787.2023.10341171","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10341171","","Neuroimaging;Magnetic resonance imaging;Sociology;Machine learning;Predictive models;Feature extraction;History","Humans;Aged;Alzheimer Disease;Neuroimaging;Machine Learning;Comorbidity;Survival Analysis","","","24","IEEE","11 Dec 2023","","","IEEE","IEEE Conferences"
"Classification and Detection of Alzheimer's Disease: A Brief Analysis","C. Prabha","Chitkara University Institute of Engineering and Technology, Chitkara University, Punjab, India",2023 International Conference on Self Sustainable Artificial Intelligence Systems (ICSSAS),"6 Dec 2023","2023","","","777","782","Detecting Alzheimer's disease early is crucial for timely intervention and treatment as it is a neurological ailment that gradually impacts daily functioning along with memory, thinking, and reasoning skills. Older people of age over 60, are mostly affected by this ailment. The cause is still unknown and may be hereditary. A lot of methods and approaches have been suggested, however, MRI scans are the most popular ones. A brief analysis of the MRI scans via digitized images is taken into consideration. The person's conditions are categorized into mild cognitive, mild demented, moderate demented, and severely demented. The proposed model is based on a deep learning approach. The optimization of the obtained result is done by tuning. Further, the SoftMax activation function is employed in the model to normalize the output of the neural network. The model has achieved an accuracy of 98.5% achieved. Importantly, this method has the potential to enhance early Alzheimer's diagnosis and detection, thus leading to improvement in patient health.","","979-8-3503-0085-7","10.1109/ICSSAS57918.2023.10331846","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10331846","Alzheimer's Disease;Magnetic Resonance Imaging (MRI);Health;Deep Learning","Deep learning;Magnetic resonance imaging;Learning (artificial intelligence);Cognition;Alzheimer's disease;Tuning;Optimization","","5","","23","IEEE","6 Dec 2023","","","IEEE","IEEE Conferences"
