"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Extracting ROI-Based Contourlet Subband Energy Feature From the sMRI Image for Alzheimer’s Disease Classification","J. Feng; S. -W. Zhang; L. Chen","Key Laboratory of Information Fusion Technology of Ministry of Education, School of Automation, Northwestern Polytechnical University, Xi'an, China; Key Laboratory of Information Fusion Technology of Ministry of Education, School of Automation, Northwestern Polytechnical University, Xi'an, China; Key Laboratory of Information Fusion Technology of Ministry of Education, School of Automation, Northwestern Polytechnical University, Xi'an, China",IEEE/ACM Transactions on Computational Biology and Bioinformatics,"3 Jun 2022","2022","19","3","1627","1639","Structural magnetic resonance imaging (sMRI)-based Alzheimer’s disease (AD) classification and its prodromal stage–mild cognitive impairment (MCI) classification have attracted many attentions and been widely investigated in recent years. Owing to the high dimensionality, representation of the sMRI image becomes a difficult issue in AD classification. Furthermore, regions of interest (ROI) reflected in the sMRI image are not characterized properly by spatial analysis techniques, which has been a main cause of weakening the discriminating ability of the extracted spatial feature. In this study, we propose a ROI-based contourlet subband energy (ROICSE) feature to represent the sMRI image in the frequency domain for AD classification. Specifically, a preprocessed sMRI image is first segmented into 90 ROIs by a constructed brain mask. Instead of extracting features from the 90 ROIs in the spatial domain, the contourlet transform is performed on each of these ROIs to obtain their energy subbands. And then for an ROI, a subband energy (SE) feature vector is constructed to capture its energy distribution and contour information. Afterwards, SE feature vectors of the 90 ROIs are concatenated to form a ROICSE feature of the sMRI image. Finally, support vector machine (SVM) classifier is used to classify 880 subjects from ADNI and OASIS databases. Experimental results show that the ROICSE approach outperforms six other state-of-the-art methods, demonstrating that energy and contour information of the ROI are important to capture differences between the sMRI images of AD and HC subjects. Meanwhile, brain regions related to AD can also be found using the ROICSE feature, indicating that the ROICSE feature can be a promising assistant imaging marker for the AD diagnosis via the sMRI image. Code and Sample IDs of this paper can be downloaded at https://github.com/NWPU-903PR/ROICSE.git.","1557-9964","","10.1109/TCBB.2021.3051177","National Natural Science Foundation of China(grant numbers:61873202,61473232,91430111,31771476,81471047,31930022,12026608,11871456); National Key R&D Program(grant numbers:2017YFA0505500,2016YFC0903400); Strategic Priority Research Program of the Chinese Academy of Sciences(grant numbers:XDB38040400); Shanghai Municipal Science and Technology Major Project(grant numbers:2017SHZDZX01); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9320583","Alzheimer’s disease;image classification;regions of interest;contourlet transform;subband energy feature","Feature extraction;Diseases;Databases;Transforms;Alzheimer's disease;Image segmentation;Frequency-domain analysis","Alzheimer Disease;Brain;Cognitive Dysfunction;Humans;Magnetic Resonance Imaging;Support Vector Machine","23","","63","IEEE","12 Jan 2021","","","IEEE","IEEE Journals"
"Disease phenotype similarity improves the prediction of novel disease-associated microRNAs","D. -H. Le","School of Computer Science and Engineering, Water Resources University, Hanoi, Vietnam",2015 2nd National Foundation for Science and Technology Development Conference on Information and Computer Science (NICS),"26 Oct 2015","2015","","","76","81","Many studies have shown roles of miRNAs (microRNAs) on human disease and a number of computational methods have been proposed to predict such associations by ranking candidate microRNAs according to their relevance to a disease. Among them, network-based methods are becoming dominant since they well exploit the “disease module” principle in miRNA functional similarity networks. Of which, Random Walk with Restart (RWR) algorithm-based method on a miRNA functional similarity network, namely RWRMDA, is state-of-the-art one. The use of this algorithm was inspired from its success in predicting disease gene because “disease module” principle also exists in protein interaction networks. Besides, many other algorithms were also designed for prediction of disease genes. However, they have not yet been utilized for disease microRNA prediction. In this study, we proposed a method, namely RWRHMDA, for prediction of disease-associated miRNAs. This method was based on RWRH algorithm, which was successfully proposed for disease gene prediction on a heterogeneous network of genes and disease phenotypes. In particular, we used this algorithm to rank disease candidate miRNAs on a heterogeneous network of phenotypes and miRNAs, which was constructed by integrating a shared target gene-based microRNA functional similarity network and a disease phenotype similarity network. Comparing the prediction performance of RWRHMDA with that of RWRMDA on a set of 35 disease phenotypes, we found that RWRHMDA significantly outperformed RWRMDA irrespective of parameter settings since it better exploited “disease module” principle. In addition, using RWRHMDA method, we identified eight novel Alzheimer's disease-associated miRNAs.","","978-1-4673-6640-3","10.1109/NICS.2015.7302226","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7302226","disease-associated miRNA;Random walk with restart algorithm;RWRH;Alzheimer's disease","Prediction algorithms;Alzheimer's disease;Heterogeneous networks;Bioinformatics;Computer science;Proteins","","10","","38","IEEE","26 Oct 2015","","","IEEE","IEEE Conferences"
"Early Detection of Alzheimer's Disease with Blood Plasma Proteins Using Support Vector Machines","C. S. Eke; E. Jammeh; X. Li; C. Carroll; S. Pearson; E. Ifeachor","School of Engineering, Computing, and Mathematics, University of Plymouth, Plymouth, U.K.; School of Engineering, Computing, and Mathematics, University of Plymouth, Plymouth, U.K.; School of Science, Engineering and Design, Teesside University, Middlesbrough, U.K.; Clinical Trials & Health Research - Institute of Translational & Stratified Medicine, Faculty of Medicine and Dentistry, University of Plymouth, Plymouth, U.K.; Re-Cognition Health, Plymouth Science Park, Plymouth, U.K.; School of Engineering, Computing, and Mathematics, University of Plymouth, Plymouth, U.K.",IEEE Journal of Biomedical and Health Informatics,"5 Jan 2021","2021","25","1","218","226","The successful development of amyloid-based biomarkers and tests for Alzheimer's disease (AD) represents an important milestone in AD diagnosis. However, two major limitations remain. Amyloid-based diagnostic biomarkers and tests provide limited information about the disease process and they are unable to identify individuals with the disease before significant amyloid-beta accumulation in the brain develops. The objective in this study is to develop a method to identify potential blood-based non-amyloid biomarkers for early AD detection. The use of blood is attractive because it is accessible and relatively inexpensive. Our method is mainly based on machine learning (ML) techniques (support vector machines in particular) because of their ability to create multivariable models by learning patterns from complex data. Using novel feature selection and evaluation modalities, we identified 5 novel panels of non-amyloid proteins with the potential to serve as biomarkers of early AD. In particular, we found that the combination of A2M, ApoE, BNP, Eot3, RAGE and SGOT may be a key biomarker profile of early disease. Disease detection models based on the identified panels achieved sensitivity (SN) > 80%, specificity (SP) > 70%, and area under receiver operating curve (AUC) of at least 0.80 at prodromal stage (with higher performance at later stages) of the disease. Existing ML models performed poorly in comparison at this stage of the disease, suggesting that the underlying protein panels may not be suitable for early disease detection. Our results demonstrate the feasibility of early detection of AD using non-amyloid based biomarkers.","2168-2208","","10.1109/JBHI.2020.2984355","Marie-Sklodowska Curie Action Innovative Training Network(grant numbers:721281); Alzheimer's Disease Neuroimaging Initiative; National Institutes of Health(grant numbers:U01 AG024904); National Institute of Biomedical Imaging and Bioengineering; Alzheimer's Association; Alzheimer's Drug Discovery Foundation; Elan Pharmaceuticals, Inc.; Janssen Alzheimer Immunotherapy Research And Development; Johnson and Johnson Pharmaceutical Research and Development; Meso Scale Diagnostics; NeuroRx Research; Neurotrack Technologies; Novartis Pharmaceuticals Corporation; Canadian Institutes of Health Research; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9078785","Alzheimer's disease;blood biomarker;dementia;machine learning;support vector machine","Biomarkers;Proteins;Blood;Biological system modeling;Dementia;Support vector machines","Alzheimer Disease;Amyloid beta-Peptides;Biomarkers;Blood Proteins;Early Diagnosis;Humans;Support Vector Machine","93","","60","CCBY","27 Apr 2020","","","IEEE","IEEE Journals"
"Neuroimaging empowered Multimodal Alzheimer’s Disease Diagnostic model to enhance early detection and diagnostic for personalize treatment strategies","K. S. Sastry Musti; K. Sarada; A. D. Sawarkar; V. A; A. Thakare; J. Baskaran","Namibia University of Science and Technology, Nambia, Africa; Dept. Of EEE, Koneru Lakshmaiah Education Foundation, Vaddeswaram, India; Department of Information Technology, Shri Guru Gobind Singhji Institute of Engineering and Technology (SGGSIE&T), Nanded, Maharashtra, India; Department of ECE, Sri Eshwar College of Engineering, Coimbatore, Tamil Nadu, India; MIT Arts Design & Technology University, Pune, India; Department of EEE, PSG Institute of Technology and Applied Research, Coimbatore, India",2025 International Conference on Computational Innovations and Engineering Sustainability (ICCIES),"17 Jun 2025","2025","","","1","7","The neurodegenerative condition Alzheimer's disease (AD) has phenotypic alterations linked to genetic variations and imaging pathology. AD costs about $250 billion annually and affects 5.8 million Americans. Biomarker genomics, based on brain imaging, has been created to better the AD pathogenesis and early diagnosis. Therefore, effective ways to find AD biomarkers for early diagnosis and medication are needed. Conventional diagnostic methods, focused on postmortem findings and clinical symptoms, struggle to understand genetic, molecular, and neuroanatomical interactions. This noninvasive, high-throughput technique addresses these issues by combining genomic data with multimodal imaging phenotypes. The proposed framework introduces Multimodal Alzheimer’s Disease Diagnostic model (MADM) which integrates Neuroimaging, cognitive assessments, and genetic data to enhance early detection, improve diagnostic accuracy, and personalize treatment strategies. The MADM system analyzes multimodal data, finds illness biomarkers, and predicts progression using powerful AI and ML. This paradigm's thorough and systematic Alzheimer's disease diagnosis includes cognitive test scores, MRI, PET, and genetic indicators including APOE and SNP genotyping. Consolidating data sets is key to precision medicine. This enables targeted therapy and better patient outcomes. Multimodal dementia ratings outperformed MRI and PET scan dementia ratings in predicting MADM progression in healthy control participants, according to ADNI data. In contrast to relying just on genetic data, a combination of neuroimaging, cognitive test scores, and genetic markers was found to be a more effective way to detect patients with stable moderate cognitive impairment. Classification accuracy in the remaining stratified groups was enhanced by combining multimodal data.","","979-8-3315-3669-5","10.1109/ICCIES63851.2025.11032751","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11032751","Alzheimer’s Disease;Integrating Neuroimaging;Cognitive Assessments;Genetic Data;Multimodal Alzheimer’s Disease Diagnostic model","Neuroimaging;Accuracy;Computational modeling;Magnetic resonance imaging;Biological system modeling;Genomics;Genetics;Data models;Medical diagnosis;Alzheimer's disease","","","","16","IEEE","17 Jun 2025","","","IEEE","IEEE Conferences"
"Neural Network-Based Machine Learning Approaches for Alzheimer’s Disease Prediction","R. Soundarapandian","Capgemini America Inc, United States of America",2024 Asian Conference on Intelligent Technologies (ACOIT),"2 Apr 2025","2024","","","1","7","Alzheimer’s disease (AD) is described as a progressive neurodegenerative disorder in which the cognitive functions of the affected humans decrease gradually. Additionally, it also causes functional disability as well as impaired memory. It is also stated to be one of the most common reasons for dementia. Therefore, an early and accurate system for the detection and classification of AD is necessary for its treatment and timely intervention. This study carries out a comparative study of three neural network-based machine learning approaches to recognize the most efficient technique in the classification of AD into three distinct classes namely Non-demented, Mildly Demented, and Very Mildly Demented. The main aim of the study is to identify the most robust and effective model for identifying and classifying AD. The three neural network-based machine learning approaches compared in this study are the Basic Convolutional Neural Network (CNN) Model, the ConvNeXT-based Model and the Attention-ConvNeXT-based Model. All three models were trained as well as validated by employing a large dataset comprising clinical, demographic, and structural neuroimaging data. The results revealed that, out of all the employed models, the Attention-ConvNeXT-based Model outperformed the other two models in terms of all evaluation metrics. This model had a high accuracy rate and low loss rate. This demonstrates that the use of this model will be effective in the early detection and classification of AD. Finally, this study contributes to the growing knowledge and research on the application of artificial neural networks for the prediction and classification of neurodegenerative diseases such as Alzheimer’s.","","979-8-3503-7495-7","10.1109/ACOIT62457.2024.10941124","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10941124","Alzheimer’s;machine learning;neural networks;Convolutional neural network;image classification","Measurement;Knowledge engineering;Accuracy;Medical services;Predictive models;Data models;Robustness;Convolutional neural networks;Alzheimer's disease;Optimization","","","","33","IEEE","2 Apr 2025","","","IEEE","IEEE Conferences"
"Deep Learning-Based MRI Image Classification for Early-Stage Alzheimer's Disease Diagnosis","A. Mehmood; N. A. Ondus; M. Faraz; S. Z. Hassan Naqvi","Department of Electronics Engineering, University of Engg. & Tech. Taxila, Taxila, Pakistan; Electrical Engineering Department, Embry-Riddle Aeronautical University, Daytona Beach, FL, US; Department of Electronics Engineering, University of Engg. & Tech. Taxila, Taxila, Pakistan; Department of Electronics Engineering, University of Engg. & Tech. Taxila, Taxila, Pakistan",2024 19th International Conference on Emerging Technologies (ICET),"26 Mar 2025","2024","","","1","6","Dementia, which causes cognitive impairment, poses significant challenges to healthcare systems globally. Alzheimer's disease (AD), the most common category of dementia, demands early diagnosis in order to initiate relevant preventive treatment. In this work, a deep learning-based approach for AD identification by using MRI images is proposed. Four deep learning models such as ResNet-lOl, MobileNet-v2, ResNet-50, and ResNet-18 to analyze a dataset of 33,948 MRI images were utilized. The dataset were divided into four categories: mild dementia, moderate dementia, non-dementia, and very mild dementia. The results show that the ResNet-lOl demonstrated superior performance as compared to the others, with validation accuracy of 99.39%. Our proposed technique aims to enhance patient patient treatment and quality of life by facilitating early detection and diagnosis.","2994-5798","979-8-3503-7958-7","10.1109/ICET63392.2024.10935026","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10935026","Dementia;Alzheimer's disease;deep-learning;MRI images;ResNet-101","Deep learning;Analytical models;Magnetic resonance imaging;Medical treatment;Reliability;Medical diagnosis;Alzheimer's disease;Artificial intelligence;Medical diagnostic imaging;Image classification","","","","22","IEEE","26 Mar 2025","","","IEEE","IEEE Conferences"
"A Novel CNN Architecture for Alzheimer's Disease Classification Using MRI Images: Comparison with Traditional Machine Learning Models","M. Sakib; T. Nur; M. M. Hossain","Department of EEE, University of Liberal Arts Bangladesh (ULAB), Dhaka, Bangladesh; Department of EEE, University of Liberal Arts Bangladesh (ULAB), Dhaka, Bangladesh; Department of EEE, Southeast University, Dhaka, Bangladesh","2024 IEEE International Conference on Signal Processing, Information, Communication and Systems (SPICSCON)","1 Apr 2025","2024","","","1","6","Automated medical image processing has significantly improved with recent advances in deep learning and imaging technologies, particularly in the area of neuroimaging-based Alzheimer's disease (AD) diagnosis. Although various imaging modalities are available for individual patients, there is still a lack of research on the creation of multi-modal models that incorporate different modalities. AD is a neurological condition that worsens with time and affects daily activities. It affects memory, cognition, and behavior. AD cannot be cured, but it can be slowed down in its progression and quality of life enhanced with early care. Medical research is using machine learning (ML) more and more to diagnose and track diseases. Magnetic Resonance Imaging (MRI) can be used to detect AD, although it is still challenging to spot subtle changes in the brain in the early stages of the illness. In order to categorize four classes associated with AD symptoms Mild Demented (L-1), Very Mild Demented (L-2), Non-Demented (L-3), and Moderate Demented (L-4) we present a novel CNN architecture in this study. In order to identify the best accurate model, we also evaluate the performance of six ML algorithms. We trained and tested our proposed technique on the DATASET, which consists of 6400 MRI images and is publicly available on Kaggle database. Our results demonstrate that the proposed CNN model outperforms existing state-of-the-art methods with an accuracy of 98.7% and an F1-score of 98.9%. The most effective machine learning model that was looked at was Linear Regression (LR), which had an accuracy of 84.1% and an F1-score of 83.7%.","","979-8-3315-1021-3","10.1109/SPICSCON64195.2024.10941475","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10941475","Alzheimer's Disease (AD);Deep Learning (DL);Machine Learning (ML);Images;CNNs;Classification","Deep learning;Accuracy;Machine learning algorithms;Magnetic resonance imaging;Signal processing algorithms;Medical services;Signal processing;Brain modeling;Alzheimer's disease;Medical diagnostic imaging","","","","20","IEEE","1 Apr 2025","","","IEEE","IEEE Conferences"
"LSTM Model was Used to Predict the Onset Time and Trend of Alzheimer's Disease","F. Dong; Y. Wang; J. Liang; Y. Chen; G. Qin; W. Li","Qilu Institute of Technology, Shandong, China; Qilu Institute of Technology, Shandong, China; Qilu Institute of Technology, Shandong, China; Qilu Institute of Technology, Shandong, China; Qilu Institute of Technology, Shandong, China; Qilu Institute of Technology, Shandong, China",2023 5th International Conference on Electronic Engineering and Informatics (EEI),"18 Aug 2023","2023","","","598","601","Nowadays, with the increasing aging population, the number of cases of Alzheimer's disease is increasing, which will bring enormous pressure to society and the healthcare system. So early diagnosis and new drug research and development are particularly important. In recent years, efforts have been made to improve early diagnosis rates through biomarkers and other means, as well as phased progress in the development of new drugs. However, a cure plan still needs time. This study achieved effective prediction of the onset time and probability of Alzheimer's disease based on LSTM model, deep convolution, and object detection, demonstrating the advantages of deep learning in complex disease modeling and prediction. This tool may bring benefits for personalized precision medicine and early intervention. However, obtaining larger scale and high-quality data is the key to continue to improve forecasting ability. This also requires the joint efforts of medical institutions, research teams, and enterprises to promote the clinical transformation and application of this technology.","","979-8-3503-2707-6","10.1109/EEI59236.2023.10212980","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10212980","Deep convolution;LSTM model;Alzheimer's disease;target detection","Drugs;Precision medicine;Sociology;Predictive models;Aging;Biomarkers;Alzheimer's disease","","2","","10","IEEE","18 Aug 2023","","","IEEE","IEEE Conferences"
"Deep Learning Techniques for Alzheimer’s Disease Prediction","T. Mahesh; A. Agarwal; A. V. Nair","Department of Computer Science Engineering, Faculty of Engineering and Technology, JAIN (Deemed-to-be University), Bangalore, Karnataka, India; Maharishi School of Engineering & Technology, Maharishi University of Information Technology, Uttar Pradesh, India; Department of Electronics and Communication Engineering, Presidency University, Bangalore, Karnataka, India","2024 IEEE International Conference on Computing, Power and Communication Technologies (IC2PCT)","8 Apr 2024","2024","5","","966","970","Deep learning, a cutting-edge approach of machine learning, surpasses classical machine learning when it comes to detecting particular structures in complicated, high-dimensional data in the area of computer vision. The fast improvement of neuroimaging technologies and the associated creation of huge volumes of multimodal neuroimaging data have led in a noteworthy surge in interest in the application of deep learning for automated categorization and early diagnosis of Alzheimer’s disease (AD). The best classification results were achieved utilizing multimodal neuroimaging in conjunction with fluid biomarkers.","","979-8-3503-8354-6","10.1109/IC2PCT60090.2024.10486740","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10486740","Deep learning;gradient descent;feature selection;multimodal neuroimaging data;performance evaluation;repeatability;and Alzheimer’s disease (AD)","Neuroimaging;Deep learning;Computer vision;Fluids;Computational modeling;Reproducibility of results;Data models","","","","33","IEEE","8 Apr 2024","","","IEEE","IEEE Conferences"
"Multimodal Neuroimaging Based Alzheimer's Disease Diagnosis Using Evolutionary RVFL Classifier","T. Goel; R. Sharma; M. Tanveer; P. N. Suganthan; K. Maji; R. Pilli","Biomedical Imaging Lab, National Institute of Technology Silchar, Silchar, Assam, India; Biomedical Imaging Lab, National Institute of Technology Silchar, Silchar, Assam, India; Department of Mathematics, Indian Institute of Technology Indore, Simrol, Indore, India; KINDI Center for Computing Research, College of Engineering, Qatar University, Doha, Qatar; Biomedical Imaging Lab, National Institute of Technology Silchar, Silchar, Assam, India; Biomedical Imaging Lab, National Institute of Technology Silchar, Silchar, Assam, India",IEEE Journal of Biomedical and Health Informatics,"5 Jun 2025","2025","29","6","3833","3841","Alzheimer's disease (AD) is one of the most known causes of dementia which can be characterized by continuous deterioration in the cognitive skills of elderly people. It is a non-reversible disorder that can only be cured if detected early, which is known as mild cognitive impairment (MCI). The most common biomarkers to diagnose AD are structural atrophy and accumulation of plaques and tangles, which can be detected using magnetic resonance imaging (MRI) and positron emission tomography (PET) scans. Therefore, the present paper proposes wavelet transform-based multimodality fusion of MRI and PET scans to incorporate structural and metabolic information for the early detection of this life-taking neurodegenerative disease. Further, the deep learning model, ResNet-50, extracts the fused images' features. The random vector functional link (RVFL) with only one hidden layer is used to classify the extracted features. The weights and biases of the original RVFL network are being optimized by using an evolutionary algorithm to get optimum accuracy. All the experiments and comparisons are performed over the publicly available Alzheimer's Disease Neuroimaging Initiative (ADNI) dataset to demonstrate the suggested algorithm's efficacy.","2168-2208","","10.1109/JBHI.2023.3242354","National Supercomputing Mission(grant numbers:DST/NSM/R&D); Core Research Grant to the Science and Engineering Research Board(grant numbers:CRG/2022/006866); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10038477","Alzheimer's disease (AD);magnetic resonance imaging (MRI);positron emission tomography (PET);random vector functional link (RVFL);ResNet-50","Feature extraction;Magnetic resonance imaging;Diseases;Neuroimaging;Positron emission tomography;Alzheimer's disease;Computational modeling","Humans;Alzheimer Disease;Neuroimaging;Multimodal Imaging;Magnetic Resonance Imaging;Positron-Emission Tomography;Image Interpretation, Computer-Assisted;Brain;Algorithms;Deep Learning;Cognitive Dysfunction;Aged;Wavelet Analysis","31","","35","IEEE","6 Feb 2023","","","IEEE","IEEE Journals"
