"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Freezing of gait detection in Parkinson’s disease via multimodal analysis of EEG and accelerometer signals","Y. Wang; F. Beuving; J. Nonnekes; M. X. Cohen; X. Long; R. M. Aarts; R. van Wezel","Radboud University, Nijmegen, NL; Radboud University, Nijmegen, NL; Radboud University, Nijmegen, NL; Radboud University, Nijmegen, NL; Philips Research, Eindhoven, NL; Eindhoven University of Technology, Eindhoven, NL; Radboud University, Nijmegen, NL",2020 42nd Annual International Conference of the IEEE Engineering in Medicine & Biology Society (EMBC),"27 Aug 2020","2020","","","847","850","Parkinson’s disease (PD) patients with freezing of gait (FOG) can suddenly lose their forward moving ability leading to unexpected falls. To overcome FOG and avoid the falls, a real-time accurate FOG detection or prediction system is desirable to trigger on-demand cues. In this study, we designed and implemented an in-place movement experiment for PD patients to provoke FOG and meanwhile acquired multimodal physiological signals, such as electroencephalography (EEG) and accelerometer signals. A multimodal model using brain activity from EEG and motion data from accelerometers was developed to improve FOG detection performance. In the detection of over 700 FOG episodes observed in the experiments, the multimodal model achieved 0.211 measured by Matthews Correlation Coefficient (MCC) compared with the single-modal models (0.127 or 0.139).Clinical Relevance— This is the first study to use multimodal: EEG and accelerometer signal analysis in FOG detection, and an improvement was achieved.","2694-0604","978-1-7281-1990-8","10.1109/EMBC44109.2020.9175288","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9175288","","Accelerometers;Analytical models;Biological system modeling;Merging;Brain modeling;Electroencephalography;Real-time systems;Physiology;Signal analysis;Diseases","Accelerometry;Electroencephalography;Gait;Gait Disorders, Neurologic;Humans;Parkinson Disease","12","","24","CCBY","27 Aug 2020","","","IEEE","IEEE Conferences"
"Differentiating between Parkinson’s disease patients and controls using variability in muscle activation during walking","S. M. Keloth; P. J. Radcliffe; S. Raghav; S. P. Arjunan; D. Kumar","Biosignals Lab, RMIT University, Melbourne, Australia; Biosignals Lab, RMIT University, Melbourne, Australia; Biosignals Lab, RMIT University, Melbourne, Australia; SRM Institute of Science and Technology, Chennai, Tamilnadu, India; Biosignals Lab, RMIT University, Melbourne, Australia",2020 42nd Annual International Conference of the IEEE Engineering in Medicine & Biology Society (EMBC),"27 Aug 2020","2020","","","3158","3161","Surface electromyography (sEMG) of the lower limb muscles has been proposed to evaluate motor dysfunctions in Parkinson's disease (PD) patients. Variability in the sEMG could be used as an indicator of poor muscle coordination, but previous studies have reported conflicting results. This study has examined the variability of muscle using the coefficients of variance of Tibialis anterior (TA) and Medial gastrocnemius (MG) lower limb muscles for 24 PD, 24 age matched controls (CO), and 24 young controls (YC), during different phases of the gait cycle. The gait intervals were measured using the inertial measurement unit (IMU). We observed a statistically significant difference between PD and control for the variability of lower limb muscle when comparing the sub-phases of the gait. It was also found that the difference was more pronounced for the TA muscle.","2694-0604","978-1-7281-1990-8","10.1109/EMBC44109.2020.9176490","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9176490","","Muscles;Legged locomotion;Electromyography;Diseases;PD control;Protocols;Turning","Electromyography;Gait;Humans;Muscle, Skeletal;Parkinson Disease;Walking","","","20","IEEE","27 Aug 2020","","","IEEE","IEEE Conferences"
"Automatic Detection Pipeline for Accessing the Motor Severity of Parkinson’s Disease in Finger Tapping and Postural Stability","N. Yang; D. -F. Liu; T. Liu; T. Han; P. Zhang; X. Xu; S. Lou; H. -G. Liu; A. -C. Yang; C. Dong; M. I. Vai; S. H. Pun; J. -G. Zhang","Department of Electrical and Computer Engineering, Faculty of Science and Technology, University of Macau, Taipa, Macau, China; Department of Neurosurgery, Beijing Tiantan Hospital, Capital Medical University, Beijing, China; MoE Key Laboratory of Artificial Intelligence, AI Institute, Shanghai Jiao Tong University, Shanghai, China; MoE Key Laboratory of Artificial Intelligence, AI Institute, Shanghai Jiao Tong University, Shanghai, China; MoE Key Laboratory of Artificial Intelligence, AI Institute, Shanghai Jiao Tong University, Shanghai, China; MoE Key Laboratory of Artificial Intelligence, AI Institute, Shanghai Jiao Tong University, Shanghai, China; MoE Key Laboratory of Artificial Intelligence, AI Institute, Shanghai Jiao Tong University, Shanghai, China; Department of Neurosurgery, Beijing Tiantan Hospital, Capital Medical University, Beijing, China; Department of Neurosurgery, Beijing Tiantan Hospital, Capital Medical University, Beijing, China; School of Intelligent Systems Science and Engineering, Jinan University, Zhuhai, China; Department of Electrical and Computer Engineering, Faculty of Science and Technology, University of Macau, Taipa, Macau, China; State Key Laboratory of Analog and Mixed-Signal VLSI, University of Macau, Taipa, Macau, China; Department of Neurosurgery, Beijing Tiantan Hospital, Capital Medical University, Beijing, China",IEEE Access,"28 Jun 2022","2022","10","","66961","66973","Parkinson’s disease (PD) is a nervous disorder that can cause motor impairment. PD severity assessment based on a series of motor movements illustrated in Unified Parkinson’s Disease Rating Scale (UPDRS) is an important part of clinical PD diagnosis. However, the current quantifying method heavily relies on human observation, which is time-consuming and subjective. Therefore, automatic severity estimation stemming from machine learning methods is receiving an increasing amount of research attention. However, these advances are still limited by data availability and interpretability. In this paper, we release a large PD motor dataset of over 300 real PD patients collected under doctors’ instructions and propose a pipeline to automatically quantify the motor severity of PD in finger tapping and postural stability. These two selected movements are representative of local and global motor control, exhibiting great clinical importance. The pipeline contains three-stage: pose estimation, domain knowledge extraction, and classification stage. The pose estimation uses deep-learning-based methods to extract 21 and 17 key points for finger tapping and postural stability respectively. The domain knowledge extraction stage extracts several explicit features pre-defined by experienced neuro-physicians. Finally, a classifier is trained to infer PD severity under MDS-UPDRS. To combine deep-learning-based features from pose estimation and domain features from the expert, the pipeline achieves a better trade-off between the model efficiency and clinical interpretability. Experiments show that our method achieves a micro average f1-score of 88%, 84%, and 84%, respectively on left finger tapping, right finger tapping, and postural stability, outperforming previous methods by a large margin. In addition, involving expert knowledge in the feature extraction stage greatly improves our model’s interpretability, which is essential in automatic PD detection.","2169-3536","","10.1109/ACCESS.2022.3183232","National Key Research and Development Program of China(grant numbers:2020YFB1313502); Shenzhen-Hong Kong-Macau S&T Program (Category C) of SZSTI(grant numbers:SGDX20201103094002009); University of Macau(grant numbers:MYRG2019-00056-AMSV,MYRG2020-00098-FST); The Science and Technology Development Fund, Macau SAR(grant numbers:0144/2019/A3,0022/2020/AFJ,SKL-AMSV,SKL-AMSV-ADDITIONAL FUND,SKL-AMSV(UM)-2020-2022); National Natural Science Foundation of China(grant numbers:61761166004,81870888); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796513","Activity recognition;deep learning;finger tapping;neural network;Parkinson’s disease;pose estimation;postural stability","Feature extraction;Pose estimation;Traction motors;Stability criteria;Diseases;Thumb;Pipelines","","20","","50","CCBYNCND","15 Jun 2022","","","IEEE","IEEE Journals"
"Detection of Parkinson's Disease by Employing Boosting Algorithms","M. M. Nishat; T. Hasan; S. M. Nasrullah; F. Faisal; M. A. -A. -R. Asif; M. A. Hoque","Department of Electrical and Electronic Engineering, Islamic University of Technology, Dhaka, Bangladesh; Department of Electrical and Electronic Engineering, Islamic University of Technology, Dhaka, Bangladesh; Department of Public Health, North South University, Dhaka, Bangladesh; Department of Electrical and Electronic Engineering, Islamic University of Technology, Dhaka, Bangladesh; Department of Electrical and Electronic Engineering, Islamic University of Technology, Dhaka, Bangladesh; Department of Electrical and Electronic Engineering, Islamic University of Technology, Dhaka, Bangladesh","2021 Joint 10th International Conference on Informatics, Electronics & Vision (ICIEV) and 2021 5th International Conference on Imaging, Vision & Pattern Recognition (icIVPR)","18 Oct 2021","2021","","","1","7","Parkinson's Disease is caused by a decline in the production of dopamine due to the degeneration of brain cells. Dopamine is responsible for the communication between parts of the brain associated with the control and fluency of body movements. Hence, the disease manifests with a spectrum of movement disorders as well as non-motor features. It is now revealed that the non-motor symptoms may show many years prior to the onset of motor symptoms. Therefore, early and accurate diagnosis is crucial to stop or slow down the progression of the disease in its tracks. In this context, ensemble machine learning (ML) algorithms like boosting algorithms can play a significant role in detecting Parkinson's Disease at an early stage. In this paper, four boosting algorithms are studied and implemented in UCI Parkinson's Disease dataset. After rigorous simulation, the ML models exhibited satisfactory results in terms of different performance parameters like accuracy, precision, recall, F1-Score., AUC, Youden, specificity and error rate. However, the performances of the model are improved by tuning the hyperparameters with GridSearchCV. Hence, a detailed comparative analysis is portrayed where Light GBM displayed the highest accuracy of 93.39% after hyperparameter tuning. However, XGBoost and Gradient Boosting algorithm also depicted accuracies more than 90% but AdaBoost demonstrated maximum 87.22% accuracy with hyperparameter tuning.","","978-1-6654-4923-6","10.1109/ICIEVicIVPR52578.2021.9564108","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9564108","Boosting Algorithm;Parkinson's disease (PD);UCI dataset;Predictive Analysis","Machine learning algorithms;Parkinson's disease;Tracking;Senior citizens;Production;Boosting;Prediction algorithms","","48","","34","IEEE","18 Oct 2021","","","IEEE","IEEE Conferences"
"Parkinson's Disease Detection Using Q-LSTM","P. Gopi Arepalli; K. Maneesha; M. Srija; T. S. SadifBanu; T. Likhitha; R. Tumati","Department of CSE, Vignan's Nirula Institute of Technology and Science for Women, PedhaPalakaluru, Guntur; Department of CSE, Vignan's Nirula Institute of Technology and Science for Women, PedhaPalakaluru, Guntur; Department of CSE, Vignan's Nirula Institute of Technology and Science for Women, PedhaPalakaluru, Guntur; Department of CSE, Vignan's Nirula Institute of Technology and Science for Women, PedhaPalakaluru, Guntur; Department of CSE, Vignan's Nirula Institute of Technology and Science for Women, PedhaPalakaluru, Guntur; Software application development engineer, Intel",2024 International Conference on IoT Based Control Networks and Intelligent Systems (ICICNIS),"10 Jan 2025","2024","","","1723","1729","A novel technique in early Parkinson's disease diagnosis with the use of a quantum long short-term memory model is described in this paper. Quantum computing, therefore, coupled with deep learning, seeks to improve the accuracy as well as efficiency of classifying traditional LSTM models, which even becomes more critical in cases of neurodegenerative diseases like Parkinson's disease, where diagnostics at an early stage would be helpful. The model was tested heavily on public datasets and compared with traditional deep learning models, which were significantly outperformed by this model with its superior accuracy and precision and recall rates. Furthermore, the computation time hugely became lower and thus possibly may revolutionize diagnostic procedures. These innovations will eventually establish quantum machine learning in medicine at a more accurate and faster diagnosis pace. Future development will focus on expanding the quantum LSTM so it can be more generally applicable to various situations for other medical conditions. Researchers believe that the configuration of the quantum layers should be modified, and this model will be extended to other deep learning models to have a more comprehensive and versatile tool in diagnosis for Parkinson's disease and perhaps other medical uses. The ultimate vision in the long term would be to use quantum-based models, not only for early detection but also improvement in prediction and personalization of treatment to revolutionize health care and thereby improve patient outcomes with neurodegenerative diseases.","","979-8-3315-1809-7","10.1109/ICICNIS64247.2024.10823156","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10823156","Parkinson's disease diagnosis;Quantum LSTM;quantum computing in medicine;neurodegenerative diseases","Deep learning;Technological innovation;Quantum computing;Accuracy;Parkinson's disease;Computational modeling;Predictive models;Long short term memory;Medical diagnostic imaging;Tuning","","3","","15","IEEE","10 Jan 2025","","","IEEE","IEEE Conferences"
"Ensemble Based Precautionary Detection of Parkinson's Disease from Voice Signal","Y. Bhanusree; V. S. Adhvy; M. S. Affan; K. S. Praneetha; K. S. Sahithi","Computer Science – Data Science, VNR Vignana Jyothi Institute of Engineering & Technology, Hyderabad, India; Computer Science – Data Science, VNR Vignana Jyothi Institute of Engineering & Technology, Hyderabad, India; Computer Science – Data Science, VNR Vignana Jyothi Institute of Engineering & Technology, Hyderabad, India; Computer Science – Data Science, VNR Vignana Jyothi Institute of Engineering & Technology, Hyderabad, India; Computer Science – Data Science, VNR Vignana Jyothi Institute of Engineering & Technology, Hyderabad, India",2024 First International Conference for Women in Computing (InCoWoCo),"6 Feb 2025","2024","","","1","7","Parkinson's Disease is a neurological progressive disorder that affects the nervous system of a human being, which effects the parts of the body. Tremors, imbalance, slowed movement, stiffness, difficulty in walking and talking etc. are observed. The reasons being, brain disorder, injuries, toxins certain drugs etc. The disease has no cure however treatment can be offered for relief from symptoms. However early detection can cure the disease in the first stages and extend the life span of the patient. This paper proposes a Ensembled learning model for early detection of Parkinsons disease through voice features. Random forest ensemble models have outperformed the Machine learning and Neural Network models in detecting disease from voice. An accuracy of 94.8% is achieved with this model with proper preprocessing techniques and training. As a future work the proposed model's software prototype can be released for mobile application for cost effective early detection of Parkinsons Disease.","","979-8-3315-1894-3","10.1109/InCoWoCo64194.2024.10863299","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10863299","Parkinson Disease;Machine Learning;LSTM;Random Forest","Training;Legged locomotion;Parkinson's disease;Computational modeling;Prototypes;Nervous system;Software;Mobile applications;Random forests;Injuries","","","","20","IEEE","6 Feb 2025","","","IEEE","IEEE Conferences"
"Hash Transformation and Machine Learning-Based Decision-Making Classifier Improved the Accuracy Rate of Automated Parkinson’s Disease Screening","T. -L. Yang; C. -H. Lin; W. -L. Chen; H. -Y. Lin; C. -S. Su; C. -K. Liang","KSVGH Originals & Enterprises, Kaohsiung Veterans General Hospital, Kaohsiung, Taiwan; Department of Electrical Engineering and Artificial Intelligence Application Research Center, National Chin-Yi University of Technology, Taichung, Taiwan; KSVGH Originals & Enterprises, Kaohsiung Veterans General Hospital, Kaohsiung, Taiwan; KSVGH Originals & Enterprises, Kaohsiung Veterans General Hospital, Kaohsiung, Taiwan; Division of Neurology, Kaohsiung Veterans General Hospital, Kaohsiung, Taiwan; Center for Geriatrics and Gerontology, Kaohsiung Veterans General Hospital, Kaohsiung, Taiwan",IEEE Transactions on Neural Systems and Rehabilitation Engineering,"8 Jan 2020","2020","28","1","72","82","Digitalized hand-drawn pattern is a noninvasive and reproducible assistive manner to obtain hand actions and motions for evaluating functional tremors and upper-limb movement disorders. In this study, spirals and straight lines in polar coordinates are used to extract polar expression features such as the key parameters deviation (cm) and accumulation angle (rad). These parameters are quantitative manner to scale the variations of functional tremors in normal control subjects and patients with Parkinson's disease (PD) and essential tremor (ET). However, difficulty arises in using nonlinear polar expression features in the two-dimensional feature space to separate normal control subjects from those with PD and ET. To solve the nonlinear separable classification problem, hash transformation is used to map polar expression features to a high-dimensional space using hash weighing function and modulo operation. Then, a machine learning method, such as the generalized regression neural network (GRNN), is implemented to train a decision-making classifier using the particle swarm optimization (PSO) algorithm for possible class assessment. With the enrolled data from 50 subjects, the fivefold cross validation, mean true positive, mean true negative, and mean hit rates of 98.93%, 98.96%, and 98.93%, respectively, are obtained to quantify the performance of the proposed decision-making classifier to identify normal controls and subjects with PD or ET. The experimental results indicate that the proposed screening model can improve the accuracy rate compared with the conventional machine learning classifier.","1558-0210","","10.1109/TNSRE.2019.2950143","Ministry of Science and Technology, Taiwan(grant numbers:MOST 108-2221-E-167-005-MY2); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8886367","Polar expression feature;hash transformation;generalized regression neural network (GRNN);particle swarm optimization (PSO)","Spirals;Diseases;Urban areas;Sensors;Decision making;Feature extraction;Aerospace electronics","Adult;Aged;Aged, 80 and over;Algorithms;Automation;Decision Making, Computer-Assisted;Diagnosis, Differential;Essential Tremor;False Positive Reactions;Female;Humans;Machine Learning;Male;Mass Screening;Middle Aged;Nonlinear Dynamics;Parkinson Disease;Reproducibility of Results","28","","39","IEEE","30 Oct 2019","","","IEEE","IEEE Journals"
"Parkinson's Disease Classification using Quantile Transformation and RFE","K. u. Venkata Ravi teja; B. P. Venkat Reddy; L. P. Alla; H. Y. Patil","School of Electronics Engineering (SENSE), Vellore Institute of Technology, Tamilnadu, INDIA; School of Electronics Engineering (SENSE), Vellore Institute of Technology, Tamilnadu, INDIA; School of Electronics Engineering (SENSE), Vellore Institute of Technology, Tamilnadu, INDIA; School of Electronics Engineering (SENSE), Vellore Institute of Technology, Tamilnadu, INDIA",2021 12th International Conference on Computing Communication and Networking Technologies (ICCCNT),"3 Nov 2021","2021","","","01","05","Parkinson's disease (PD) occurs because of the insufficiency of dopamine that manages diverse activities of the human body. Analysts have recognized that voice is a fundamental symptom of PD. The paper mainly focuses on analyzing the characteristic feature selection with RFE on the Quantile transformed data for the regulation of voice analysis of PD systems, along with the use of various classifiers. In this work, we have implemented various machine learning models like the SVM, Random forest, Decision tree, and logistic regression, and accomplished PD classification. The results obtained by using the quantile transform and RFE feature selection, and by tuning the classifiers using hyperparameter tuning with the GridSearchCV method, we have obtained higher accuracy of 90% for SVM and F1-score of 80%, recall of 82%, and precision of 79%. The findings strongly guide the application of the SVM classifier for voice analysis based PD classification with the quantile transform with RFE and GridSearchCV.","","978-1-7281-8595-8","10.1109/ICCCNT51525.2021.9580024","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9580024","Parkinson's disease;Feature selection;Machine learning;Data preprocessing;GridSearchCV","Support vector machines;Machine learning algorithms;Parkinson's disease;Transforms;Speech recognition;Feature extraction;Regulation","","5","","31","IEEE","3 Nov 2021","","","IEEE","IEEE Conferences"
"Patient-dependent Freezing of Gait Detection using Signals from Multi-accelerometer Sensors in Parkinson’s Disease","A. S. Ashour; A. El-Attar; N. Dey; M. M. A. El-Naby; H. A. El-Kader","Department of Electronics and Electrical Communications Engineering, Tanta University, Tanta, Egypt; Department of Electronics and Electrical Communications Engineering, Tanta University, Tanta, Egypt; Department of Information Technology, Techno India College of Technology, Tanta, Egypt; Department of Electronics and Electrical Communications Engineering, Tanta University, Tanta, Egypt; Faculty of Computers and Information Minufiya University, Minufiya, Egypt",2018 9th Cairo International Biomedical Engineering Conference (CIBEC),"14 Feb 2019","2018","","","171","174","The position and number of the on-body wearable sensors affects significantly the acquired signal, which sequentially has a direct influence on the patient's diagnosis. The patients of Parkinson's disease (PD) suffer from freezing of the gait (FOG) in the form of episodes. In this paper, the choice of the acceleration sensors' location, which measures the patient's movement for monitoring the PD patient, was introduced using several episodes to develop a patient-dependent model for FOG detection. The proposed classification using the linear support vector machine (SVM) based FOG detection was applied to the ranked features using infinite feature selection (IFS) method to distinguish between the freezing and no-freezing events. A comparative study between the proposed IFS based detection model and the use of Eigenvector feature selection was conducted showing the same features ranking performance of the extracted features from all acceleration signals from the multi-sensors. However, the results established the superiority of the proposed patient-dependent model using IFS ranked features for FOG detection, which can be used to improve the PD monitoring systems accuracy.","2156-6100","978-1-5386-8154-1","10.1109/CIBEC.2018.8641809","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8641809","Parkinson’s disease;wearable sensors;classification;feature ranking","Feature extraction;Sensor phenomena and characterization;Support vector machines;Discrete wavelet transforms;Acceleration;Hip","","9","","23","IEEE","14 Feb 2019","","","IEEE","IEEE Conferences"
"Bradykinesia Detection System Using IoT Based Health Care System for Parkinson’s Disease Patient","S. F. Desyansah; M. N. Mohammed; S. Al-Zubaidi; H. Syamsudin; I. Abdullah; E. Yusuf","Department of Engineering & Technology, School of Graduate Studies, Management & Science University, Shah Alam, Selangor, Malaysia; Faculty of Information Sciences and Engineering, Management & Science University, Shah Alam, Selangor, Malaysia; Department of Automated Manufacturing Engineering, Al-Khwarizmi college of Engineering, University of Baghdad, Baghdad, Iraq; Department of Engineering & Technology, School of Graduate Studies, Management & Science University, Shah Alam, Selangor, Malaysia; School of Pharmacy, Management & Science University, Shah Alam, Selangor, Malaysia; Faculty of Pharmacy, Jakarta Global University, Depok, West Java, Indonesia",2021 IEEE International Conference on Automatic Control & Intelligent Systems (I2CACIS),"30 Jul 2021","2021","","","329","333","Parkinson’s disease (PD) is affecting around 1.47% of people aged 60 years or older and considered as a second most common movement disorder. It is resulted due to a reduction in the dopamine level. One of the PD characteristics is smallness and slowness of executed movement, called Bradykinesia. This study aims to develop an early detection system based on frequencies measurement of movement and the interpretation result would be analyzed with quantitative method using validity, coefficient determinant and ANOVA test. The data retrieve measurement frequencies. There are variables that will be analyzed the value from x,y,z axis and the value of frequency. As the results of the analysis of the validity test, this study uses the Pearson correlation test with a p-value of 0.538, Sig. (2-tailed) of 0.006, where the value interpreted that there was a reasonably strong correlation between the two variables with a significance level of 0.01 or 1%. An according to the value of adjusted R square is 79.7% the dependent variable represented the independent variable, whereas 20.3% is influenced by other parameter that not employed in this study. Also, the degree of freedom in ANOVA test is 3 with 25 numbers of samples.","","978-1-6654-0343-6","10.1109/I2CACIS52118.2021.9495885","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9495885","IoT;Health Care;Parkinson’s disease;Bradykinesia;Quantitative;Validity;ANOVA","Correlation;Microcontrollers;Medical services;Aging;Liquid crystal displays;Frequency measurement;Intelligent systems","","5","","21","IEEE","30 Jul 2021","","","IEEE","IEEE Conferences"
