"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Suitability of Articulation Analysis for Extracting Speech Signals Features of Chinese Speaking Patients With Parkinson","W. Liu; D. Zhu; Z. Xu; Y. Fu; Z. Chen","School of Mechanical Science & Engineering, Huazhong University of Science and Technology, Wuhan, China; School of Mechanical Science & Engineering, Huazhong University of Science and Technology, Wuhan, China; School of Mechanical Science & Engineering, Huazhong University of Science and Technology, Wuhan, China; School of Mechanical Science & Engineering, Huazhong University of Science and Technology, Wuhan, China; Department of Research, GYENNO SCIENCE Co., Ltd., Shenzhen, China",2021 4th International Conference on Bio-Engineering for Smart Technologies (BioSMART),"21 Jan 2022","2021","","","1","7","There is a close relationship between Parkinson's disease (PD) and speech disorders in people with Parkinson's disease (PWP). Most of the previous studies focus on phonation analysis to extract features from speech signals. For Chinese language, though, articulation analysis can capture specific terms that better distinguish PWP from healthy people. In this paper, we put 28 phonation features and 448 articulation features into 10 kinds of classifiers. The results showed that: 1) The articulation features have better performance compared with phonation features; 2) The combination of 40 articulation features selected by LASSO and the Logistic Regression can achieve highest sensitivity at 82.44%.","","978-1-6654-0810-3","10.1109/BioSMART54244.2021.9677664","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9677664","machine learning system;Parkinson's disease;speech signals;phonations;articulations","Support vector machines;Tongue;Sensitivity;Machine learning algorithms;Parkinson's disease;Semantics;Machine learning","","","","39","IEEE","21 Jan 2022","","","IEEE","IEEE Conferences"
"Data mining applications in parkinson’s disease: a comprehensive review","S. A. Allayith; I. Adil Hassan; K. H. Shakir; M. Abdel Ali; A. H. Shnain; M. Mohammed Jassim; N. A. Amir","The University of Mashreq, Baghdad, Iraq; Mazaya University College, Thi-Qar, Iraq; Electric Engineering Technology Dep, Kut University College, Al Kut, Wasit, Iraq; Uruk University, Baghdad, Iraq; Department of Computers Techniques Engineering, College of Technical Engineering, The Islamic University, Najaf, Iraq; Al-Farahidi University, Baghdad, Iraq; Medical Instrument Department, Al-Kunooze University College, Basra, Iraq","2024 International Conference on IoT, Communication and Automation Technology (ICICAT)","20 Mar 2025","2024","","","706","712","Many health disorders have gone through a key improvement in diagnosis and prognosis because of data mining techniques. However, not much research has been initiated in the areas of alzheimer disease or neurological information systems. The second significant neurological disease that causes people to face severe consequences is Parkinson’s disease. Parkinson’s disease is a neurological disease that affects millions of people around the world. Most of the cases are undetected because of a lack of detection techniques. This research adopts a data mining technique to study about the literature on the detection, early stage, and treatment of Parkinson’s disease. The study was conducted by browsing for the literature indexed by Scopus, and the literature includes terms about data-mining and condition of Parkinson’s disease. This research study will focus on how DMT and its applications have been evolving in the case of PD over the last 16 years. In this line, this research categorizes the literature survey and takes up the methods of data mining, their applications, and how they have developed over the years 2004 to 2020. The DMT review will be picked up through the Scopus online database, which yielded 273 papers in 159 scholarly journals about the uses of DMT through the use of word indices and articles abstracts. Another objective that this work seeks is to provide guidance to researchers on the use of data analysis associated with the study of Parkinson’s disease. Data mining recently has emerged as an effective tool in the area of research regarding Parkinson’s disease (PD) offering substantial potential to enhance our knowledge of this complex neurodegenerative disease.","","979-8-3503-6810-9","10.1109/ICICAT62666.2024.10923302","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10923302","Data Mining;Parkinson’s Disease;Machine Learning;Diagnosis;Prognosis;Treatment;Neurodegenerative Disorder;Healthcare;Systematic Review","Neurological diseases;Surveys;Costs;Medical services;Data mining;Prognostics and health management;Speech processing;Medical diagnostic imaging;Diseases;Systematic literature review","","","","34","IEEE","20 Mar 2025","","","IEEE","IEEE Conferences"
"An Accelerometer-based Wearable Multi-node Motion Detection System of Freezing of Gait in Parkinson’s Disease","C. Liu; L. Han; S. Chang; J. Wang","School of Electrical and Information Engineering, Tianjin University, Tianjin, China; School of Electrical and Information Engineering, Tianjin University, Tianjin, China; School of Electrical and Information Engineering, Tianjin University, Tianjin, China; School of Electrical and Information Engineering, Tianjin University, Tianjin, China",2022 IEEE International Instrumentation and Measurement Technology Conference (I2MTC),"30 Jun 2022","2022","","","1","5","Parkinson’s disease (PD) is a common disease with impaired motor skills, in which frozen gait is characterized by sudden onset, and clinical evaluation is difficult to some extent. To this end, we construct a multi-node real-time monitoring wearable system of movement information for quantitative assessment of PD frozen symptoms. The system is composed of wearable devices, relay endpoint and supporting host computer. The wireless transmission network of multi-motion sensor node data is realized by using Wireless Fidelity (Wi-Fi) technology. Seven inertial sensors are worn on patients’ upper limbs, lower limbs and waist respectively to realize synchronous acquisition of multi-position motion information under free movement condition. In addition, data processing algorithm is integrated on the nodes, which relieves burden of the relay endpoint, and provides an interface for online evaluation and closed-loop control of PD action block. The device has the characteristics of multi-information, micro-load and wide range of activity, and clinical tests show that it can effectively distinguish patients’ daily exercise status. In so-doing, we lay the foundation for maximizing the interpretable information on gait analysis and for further research into the application of wearable technologies in PD management.","2642-2077","978-1-6654-8360-5","10.1109/I2MTC48687.2022.9806546","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9806546","Parkinson’s disease (PD);freezing of gait (FOG);wearable devices;inertial sensor;clinical test","Wearable computers;Real-time systems;Motion detection;Frequency measurement;Motion measurement;Biomedical monitoring;Relays","","6","","16","IEEE","30 Jun 2022","","","IEEE","IEEE Conferences"
"Detecting Early Signs of Parkinson’s Disease: A Machine Learning-based Approach for Diagnostic Assistance","P. N. Palsapure; B. G. Bhavana; M. Jagadish; K. T. Ravikumar","Department of Electronics and Communication Engineering, Acharya Institute of Technology (Visvesvaraya Technological University), Bengaluru, India; Department of Electronics and Communication Engineering, Acharya Institute of Technology (Visvesvaraya Technological University), Bengaluru, India; Department of Department of Electronics and Communications Engineering, Acharya Institute of Technology, Bengaluru, India; Department of Department of Electronics and Communications Engineering, Acharya Institute of Technology, Bengaluru, India","2024 First International Conference on Software, Systems and Information Technology (SSITCON)","20 Dec 2024","2024","","","1","8","Parkinson’s disease (PD) is a neurodegenerative disorder resulting from the impairment or death of dopamine-producing nerve cells in the brain, primarily affecting movement. This paper presents a comprehensive approach for Parkinson disease detection through the integration of voice and handwriting analysis. Leveraging Convolutional Neural Networks for handwriting detection and Principal Component Analysis for voice analysis, the proposed method aims to accurately identify individuals with Parkinson disease. Handwriting traces and templates are compared, while voice features are extracted and analyzed to capture unique characteristics associated with Parkinson disease. Experimental results demonstrate promising accuracy, with Convolutional Neural Network achieving 87% accuracy in handwriting detection and K-Nearest Neighbour’s revealing distinct voice patterns indicative of Parkinson disease with $96 \%$ accuracy. By combining these two modalities, this interdisciplinary approach offers a more robust and reliable method for Parkinson disease diagnosis. Detecting Parkinson disease at an early stage is vital as it enables the prompt implementation of interventions and tailored treatment plans, leading to notable enhancements in patient prognosis. Moreover, the proposed method addresses the limitations of traditional diagnostic techniques by providing a non-invasive and cost-effective solution. This research significantly contributes to the progression of methodologies for detecting Parkinson’s disease, thereby facilitating the development of diagnostic tools that are both more accessible and precise for use in clinical settings.","","979-8-3503-5293-1","10.1109/SSITCON62437.2024.10796148","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10796148","parkinson disease;voice;handwriting;machine learning;classification;feature selection","Accuracy;Shape;Feature extraction;Software systems;Real-time systems;Convolutional neural networks;Reliability;Wearable devices;Diseases;Principal component analysis","","","","19","IEEE","20 Dec 2024","","","IEEE","IEEE Conferences"
"Audio-Based Neural Network to Classify Patients With Early Parkinson’s Disease","W. Hou; C. Quan; Z. Chen; S. Cao; K. Ren; W. Su; Z. Luo","Graduate School of System Informatics, Kobe University, Kobe, Japan; Graduate School of System Informatics, Kobe University, Kobe, Japan; GYENNO Technologies Company Ltd., Shenzhen, China; Graduate School of System Informatics, Kobe University, Kobe, Japan; GYENNO Technologies Company Ltd., Shenzhen, China; Department of Neurology, Beijing Hospital, National Center of Gerontology, Institute of Geriatric Medicine, Chinese Academy of Medical Sciences, Beijing, China; Graduate School of System Informatics, Kobe University, Kobe, Japan",IEEE Access,"11 Sep 2025","2025","13","","154283","154294","Parkinson’s disease is a progressive neurodegenerative disorder, and identifying patients at the premotor stage enables early intervention and improved treatment outcomes. Dysarthria affects over 90% of Parkinson’s patients, making speech a valuable biomarker. In this study, we propose an end-to-end deep learning model to detect early-stage Parkinson’s disease based on speech signals. The model was trained and evaluated using recordings from 131 early-stage PD patients and 42 healthy controls, including sustained vowels (e.g., /A/, /O/) and repetitive syllables (e.g., /pa/, /ta/). Experimental results demonstrate that our model outperforms various deep learning and ensemble learning classifiers in terms of detection accuracy and F1-score, Among indicators, ACC reached 0.78, and F1-score reached 0.831. Furthermore, we explore the temporal dynamics of speech sequences to reveal their correlation with disease progression.","2169-3536","","10.1109/ACCESS.2025.3604877","Japan Society for the Promotion of Science (JSPS) KAKENHI(grant numbers:JP25K15078); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11146786","Parkinson disease;deep learning;spectrum;speech recognition","Diseases;Feature extraction;Motors;Accuracy;Motion detection;Deep learning;Convolutional neural networks;Tracking;Informatics;Recording","","","","45","CCBY","2 Sep 2025","","","IEEE","IEEE Journals"
"Parkinson’s Disease Detection from Bengali Voice Recordings Using Machine Learning Approach","R. Hossain; A. C. Roy; A. I. G. Mowla","Department of Computer Science & Engineering, Chittagong University of Engineering and Technology, Chattogram, Bangladesh; Department of Computer Science & Engineering, Chittagong University of Engineering and Technology, Chattogram, Bangladesh; Department of Computer Science & Engineering, Chittagong University of Engineering and Technology, Chattogram, Bangladesh",2024 27th International Conference on Computer and Information Technology (ICCIT),"10 Jun 2025","2024","","","399","404","Parkinson’s disease (PD) poses a growing health challenge globally, with Bangladesh experiencing a concerning rise in mortality rates attributed to the condition. Despite available diagnostic methods, early detection remains elusive and often entails cumbersome and costly procedures. This work proposes a creative strategy to deal with this problem by creating a model for early stage PD detection using Bengali voice datasets. Leveraging the power of acoustic analysis, the model aims to detect subtle vocal abnormalities associated with PD, offering an affordable and non-surgical diagnostic instrument. The study utilizes the Praat software for feature extraction and employs feature selection algorithms including LASSO, ReliefF, Recursive Feature Elimination (RFE) and Mann Whitney U test. The Extracted feature from ParkinsonVoiceBank dataset are included MFCC, Jitter, Shimmer, Formants analysis, Pitch and Pulse analysis, Intensity and Harmonicity analysis of voice. Various machine learning classifiers, including Logistic Regression, Random Forest, Decision Tree,Naive Byes, SVM, K-Nearest Neighbors (KNN), XGBoost and AdaBoost are employed for classification. Notably, using RFE feature selection in conjunction with XGBoost, the study achieves a remarkable accuracy of 91.3%, f1 score of 93.2% and precision of 93.7%.","2474-9656","979-8-3315-1909-4","10.1109/ICCIT64611.2024.11021761","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11021761","Parkinson’s disease;voice recordings;Praat;machine learning;Recursive Feature Elimination","Support vector machines;Machine learning algorithms;Accuracy;Nearest neighbor methods;Feature extraction;Software;Recording;Decision trees;Random forests;Diseases","","","","16","IEEE","10 Jun 2025","","","IEEE","IEEE Conferences"
"Deep Learning with Self-Attention Mechanisms for Parkinson’s Disease Classification Through MRI images","K. Backiavathi; T. Goel; R. Murugan","Department of ECE, National Institute of Technology Silchar, Silchar, Assam, India; Department of ECE, National Institute of Technology Silchar, Silchar, Assam, India; Department of ECE, National Institute of Technology Silchar, Silchar, Assam, India",2025 IEEE 14th International Conference on Communication Systems and Network Technologies (CSNT),"23 Apr 2025","2025","","","112","117","Parkinson’s disease (PD) is a prevalent neurodegenerative disorder affecting millions globally, characterized by the progressive loss of dopamine-producing neurons in the brain. Advanced machine learning and deep learning approaches, combined with medical imaging, have become instrumental in diagnosing PD. Magnetic resonance imaging (MRI), particularly T1-weighted scans, has proven effective in detecting structural brain changes linked to dopamine deficiency, making it a critical tool for PD diagnosis. This study focuses on developing and evaluating robust convolutional neural networks (CNNs) integrated with a self-attention mechanism for enhanced feature extraction and accurate PD classification. A Random Forest (RF) classifier differentiates PD patients and healthy controls (HC). The proposed approach achieves superior performance, with an accuracy of 95.78%, a sensitivity of 96%, and a specificity of 96%. This model outperforms other advanced techniques, making it a reliable tool for accurate diagnosis of PD and a helpful aid for neurologists in making clinical decisions.","2473-5655","979-8-3315-3193-5","10.1109/CSNT64827.2025.10967879","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10967879","Parkinson’s disease;self-attention mechanism;magnetic resonance imaging;convolutional neural networks;Random Forest classifier","Deep learning;Accuracy;Sensitivity;Magnetic resonance imaging;Instruments;Neurons;Convolutional neural networks;Reliability;Random forests;Diseases","","","","26","IEEE","23 Apr 2025","","","IEEE","IEEE Conferences"
"Early Identification of Parkinson's Disease from Hand-drawn Images using Histogram of Oriented Gradients and Machine Learning Techniques","Ferdib-Al-Islam; L. Akter","Khulna University of Engineering & Technology, Khulna, Bangladesh; Khulna University of Engineering & Technology, Khulna, Bangladesh","2020 Emerging Technology in Computing, Communication and Electronics (ETCCE)","16 Feb 2021","2020","","","1","6","Parkinson's disease is one of the supreme neurodegenerative problems of the human's vital nervous organism. It is a matter of sorrow that no specific clinical tests were introduced to detect Parkinson's disease correctly. As Parkinson's disease is non-communicable, early-stage detection of Parkinson's can prevent further damages in humans suffering from it. However, it has been observed that PD's presence in a human is related to its hand-writing as well as hand-drawn subjects. From that perspective, several techniques have been proposed by researchers to detect Parkinson's disease from hand-drawn images of suspected people. But, the previous methods have their constraints. In this investigation, an approach to predict Parkinson's disease from hand-drawn wave and spiral images using computer vision and machine learning techniques has been recommended. Decision Tree, Gradient Boosting, K-Nearest Neighbor, Random Forest, and some other classification algorithms with the HOG feature descriptor algorithm was applied. The proposed strategy with Gradient Boosting and K-Nearest Neighbors accomplished better execution in accuracy, sensitivity, and specificity as well as in system design flexibility. Gradient Boosting algorithm got 86.67%, 93.33%, and 80.33% for accuracy, sensitivity, specificity and KNN got 89.33%, and 91.67% for accuracy, and sensitivity respectively.","","978-1-6654-1962-8","10.1109/ETCCE51779.2020.9350870","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9350870","Parkinson's Disease;Gradient Boosting;K-Nearest Neighbors;HOG Algorithm;Spiral and Wave Test","Spirals;Sensitivity;Machine learning algorithms;Parkinson's disease;Sensitivity and specificity;Boosting;Classification algorithms","","17","","21","IEEE","16 Feb 2021","","","IEEE","IEEE Conferences"
"Addressing Multiple Challenges in Early Gait Freezing Prediction for Parkinson's Disease: A Practical Deep Learning Approach","W. Wang; J. Lin; X. Le; Y. Li; T. Liu; L. Pan; M. Li; D. Yao; P. Ren","Clinical Hospital of Chengdu Brain Science Institute, MOE key Laboratory for Neuroinformation, Center for Information in Medicine, School of Life Science, Chengdu, China; Clinical Hospital of Chengdu Brain Science Institute, MOE key Laboratory for Neuroinformation, Center for Information in Medicine, School of Life Science, Chengdu, China; Clinical Hospital of Chengdu Brain Science Institute, MOE key Laboratory for Neuroinformation, Center for Information in Medicine, School of Life Science, Chengdu, China; Clinical Hospital of Chengdu Brain Science Institute, MOE key Laboratory for Neuroinformation, Center for Information in Medicine, School of Life Science, Chengdu, China; Clinical Hospital of Chengdu Brain Science Institute, MOE key Laboratory for Neuroinformation, Center for Information in Medicine, School of Life Science, Chengdu, China; Clinical Hospital of Chengdu Brain Science Institute, MOE key Laboratory for Neuroinformation, Center for Information in Medicine, School of Life Science, Chengdu, China; Clinical Hospital of Chengdu Brain Science Institute, MOE key Laboratory for Neuroinformation, Center for Information in Medicine, School of Life Science, Chengdu, China; Clinical Hospital of Chengdu Brain Science Institute, MOE key Laboratory for Neuroinformation, Center for Information in Medicine, School of Life Science, Chengdu, China; Clinical Hospital of Chengdu Brain Science Institute, MOE key Laboratory for Neuroinformation, Center for Information in Medicine, School of Life Science, Chengdu, China",IEEE Journal of Biomedical and Health Informatics,"5 Sep 2025","2025","29","9","6251","6262","Objective: Freezing of Gait (FOG) significantly impacts daily activities of Parkinson's disease (PD) patients. Despite the potential of wearable sensors in predicting FOG, challenges persist, including the brief prediction interval before FOG onset, limited generalization across patients, and the inconvenience of multiple sensors. Addressing one issue often aggravates others, making it difficult to achieve suitable concurrent solutions to all these challenges. Methods: We introduce the PhysioGait Predictive Network (PhysioGPN), a deep learning framework designed to predict FOG events in PD patients at least 2 seconds prior to onset. The model architecture incorporates four key strategies: 1) Detection of progressive motion changes using large convolutional kernels; 2) Unraveling the complexity of motion coordination and gait dynamics using multi-dimensional and multi-scale convolution; 3) Capture gait self-similarity and asymmetry with twin-tower structure; 4) Promoting cross-domain information exchange with multi-domain attention. Furthermore, we propose a framework based on knowledge distillation (KD), reducing the model's dependence on multiple sensors while maintaining prediction accuracy. Results: The model achieves an 85.8% Area Under the Curve (AUC) in FOG prediction. When reducing the number of sensors, KD mitigates the decline in performance and increases the AUC by 5.1%, compared to scenarios without KD. Conclusion: Our research proposes a practical solution to the challenges of FOG prediction, demonstrating the effectiveness of the KD approach for lightweight wearable sensors in rehabilitation engineering. Significance: Our findings offer valuable insights for addressing multiple challenges in the practical application of wearable devices.","2168-2208","","10.1109/JBHI.2024.3522664","National Natural Science Foundation of China(grant numbers:62171109,82121003,81871446); Major Scientific Research Project of the Ministry of Science and Technology; Chengdu Science & Technology Bureau Program(grant numbers:2022-GH02-00042-HZ); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10816191","Deep learning;freezing of gait (FOG);knowledge distillation (KD);Parkinson's disease (PD);wearable devices","Predictive models;Accuracy;Feature extraction;Wearable devices;Diseases;Wearable sensors;Physiology;Windows;Deep learning;Bioinformatics","Parkinson Disease;Humans;Deep Learning;Gait Disorders, Neurologic;Male;Female;Wearable Electronic Devices;Gait;Middle Aged;Aged;Signal Processing, Computer-Assisted;Gait Analysis","","","52","IEEE","26 Dec 2024","","","IEEE","IEEE Journals"
"A Novel Parameterisation of Phase Plots for Monitoring of Parkinson’s Disease","M. Dunne-Willows; P. Watson; J. Shi; L. Rochester; S. D. Din","EPSRC Centre for Doctoral Training in Cloud Computing for Big Data, Newcastle University; EPSRC Centre for Doctoral Training in Cloud Computing for Big Data, Newcastle University; School of Mathematics and Statistics, Newcastle University; Newcastle upon Tyne Hospitals NHS Foundation Trust, Newcastle upon Tyne, UK; Institute of Neuroscience | Newcastle University Institute of Ageing, Newcastle University, Newcastle upon Tyne, UK",2019 41st Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),"7 Oct 2019","2019","","","5890","5893","Parkinson’s Disease (PD) can lead to impaired/slowed movement, gait impairments and increased risk of falling. Wearable technology-based gait analysis is emerging as a powerful tool to detect early disease and monitor progression. Here we present a novel approach to producing an objective, compact and personalised overview of a patient’s gait pattern. Phase plots were constructed in 41 people with PD and 38 controls (CL) from accelerometry data collected during straight intermittent walks with a single triaxial accelerometer placed on the lower back. Phase plots were analysed using bivariate Gaussian mixture models and classified based on several apparent features derived from the parameters of said model. Significant differences in phase plot form were found between and PD and CL subjects; with a very high within-subject consistency (reproducibility) (p < 0.0001). PD and CL subjects differ in the types of phase plots produced (p < 0.001). Strong connections between spatio-temporal (ST) gait characteristics and phase plot types were found. The presented novel methodology not only showed to be sensitive to pathology (PD vs CL), but can quickly produce a unique fingerprint of a person’s gait. This work presents encouraging results for clinical application of an objective, personalised gait feature for disease monitoring and clinical applications.","1558-4615","978-1-5386-1311-5","10.1109/EMBC.2019.8856970","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8856970","","Diseases;Monitoring;Legged locomotion;Feature extraction;Tools;Gaussian mixture model","Accelerometry;Gait Analysis;Gait Disorders, Neurologic;Humans;Parkinson Disease;Reproducibility of Results","4","","10","IEEE","7 Oct 2019","","","IEEE","IEEE Conferences"
