"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Kinematic and Kinetic Gait Features Associated With Mild Cognitive Impairment in Parkinson’s Disease","M. Russo; M. Amboni; A. Volzone; S. Cuoco; R. Camicioli; F. Di Filippo; P. Barone; M. Romano; F. Amato; C. Ricciardi","Department of Electrical Engineering and Information Technology, University of Naples Federico II, Naples, Italy; Department of Medicine, Surgery and Dentistry, Scuola Medica Salernitana, University of Salerno, Baronissi, Italy; Department of Medicine, Surgery and Dentistry, Scuola Medica Salernitana, University of Salerno, Baronissi, Italy; Department of Medicine, Surgery and Dentistry, Scuola Medica Salernitana, University of Salerno, Baronissi, Italy; Department of Medicine and the Neuroscience and Mental Health Institute, University of Alberta, Edmonton, AB, Canada; Department of Medicine, Surgery and Dentistry, Scuola Medica Salernitana, University of Salerno, Baronissi, Italy; Department of Medicine, Surgery and Dentistry, Scuola Medica Salernitana, University of Salerno, Baronissi, Italy; Department of Electrical Engineering and Information Technology, University of Naples Federico II, Naples, Italy; Department of Electrical Engineering and Information Technology, University of Naples Federico II, Naples, Italy; Department of Electrical Engineering and Information Technology, University of Naples Federico II, Naples, Italy",IEEE Transactions on Neural Systems and Rehabilitation Engineering,"30 Jul 2024","2024","32","","2676","2687","Mild cognitive impairment (MCI) and gait deficits are commonly associated with Parkinson’s disease (PD). Early detection of MCI associated with Parkinson’s disease (PD-MCI) and its biomarkers is critical to managing disability in PD patients, reducing caregiver burden and healthcare costs. Gait is considered a surrogate marker for cognitive decline in PD. However, gait kinematic and kinetic features in PD-MCI patients remain unknown. This study was designed to explore the difference in gait kinematics and kinetics during single-task and dual-task walking between PD patients with and without MCI. Kinematic and kinetic data of 90 PD patients were collected using 3D motion capture system. Differences in gait kinematic and kinetic gait features between groups were identified by using: first, univariate statistical analysis and then a supervised machine learning analysis. The findings of this study showed that the presence of MCI in PD patients is coupled with kinematic and kinetic deviations of gait cycle which may eventually identify two different phenotypes of the disease. Indeed, as shown by the demographical and clinical comparison between the two groups, PD-MCI patients were older and more impaired. Moreover, PD-MCI kinematic results showed that cognitive dysfunction coexists with more severe axial symptoms and an increase postural flexion. A lack of physiological distal-to-proximal shift in joint kinetics was evidenced in the PD phenotype associated with cognitive impairments.","1558-0210","","10.1109/TNSRE.2024.3431234","Fondi di Ateneo per la Ricerca di Base (FARB) 2020; Rehabilitation Department, University Hospital (A.O.U.) “San Giovanni di Dio e Ruggi d’Aragona,” Salerno, Italy, with the Collaboration of M. C. Calabrese, G. Ricciardelli, and M. R. Francese; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10604905","Gait analysis;kinematics;kinetics;Parkinson’s disease;mild cognitive impairments","Kinematics;Kinetic theory;Diseases;Legged locomotion;Motors;Task analysis;Spatiotemporal phenomena","Humans;Parkinson Disease;Cognitive Dysfunction;Male;Female;Biomechanical Phenomena;Aged;Middle Aged;Gait Disorders, Neurologic;Gait;Kinetics;Machine Learning;Walking;Algorithms","7","","72","CCBY","19 Jul 2024","","","IEEE","IEEE Journals"
"Distinguishing Between Parkinson’s Disease and Essential Tremor Through Video Analytics Using Machine Learning: A Pilot Study","E. Kovalenko; A. Talitckii; A. Anikina; A. Shcherbak; O. Zimniakova; M. Semenov; E. Bril; D. V. Dylov; A. Somov","Center for Computational and Data-Intensive Science and Engineering (CDISE), Skolkovo Institute of Science and Technology, Moscow, Russia; Center for Computational and Data-Intensive Science and Engineering (CDISE), Skolkovo Institute of Science and Technology, Moscow, Russia; Center for Computational and Data-Intensive Science and Engineering (CDISE), Skolkovo Institute of Science and Technology, Moscow, Russia; Center for Computational and Data-Intensive Science and Engineering (CDISE), Skolkovo Institute of Science and Technology, Moscow, Russia; A.I. Burnazyan Federal Medical and Biophysical Center, Moscow, Russia; A.I. Burnazyan Federal Medical and Biophysical Center, Moscow, Russia; A.I. Burnazyan Federal Medical and Biophysical Center, Moscow, Russia; Center for Computational and Data-Intensive Science and Engineering (CDISE), Skolkovo Institute of Science and Technology, Moscow, Russia; Center for Computational and Data-Intensive Science and Engineering (CDISE), Skolkovo Institute of Science and Technology, Moscow, Russia",IEEE Sensors Journal,"19 Apr 2021","2021","21","10","11916","11925","Parkinson's Disease (PD) is currently the fastest growing neurodegenerative disease. It decreases the quality of life for patients, especially when not diagnosed properly and timely. Accurate diagnostic of PD is complicated by the fact that there exist several neurodegenerative diseases with similar motor symptoms, e.g. essential tremor. In this work, we report on a second opinion system based on the video analysis and classification of subjects using machine learning methods including feature extraction, dimensionality reduction and classification. Our approach serves for avoiding a typical misdiagnosis of PD by essential tremor. Consequently, we designed 15 common tasks and recorded the movement video. Video data was collected from 89 subjects at a medical center and labeled by doctors. We first demonstrate classification between the healthy subjects and subjects with PD suspected case followed by the classification between the subjects with true PD and the subjects with essential tremor. We achieved f1 score 0.90 for the first classification and f1 score 0.84 for the second classification. The proposed unobtrusive approach demonstrated its feasibility through a pilot study. It opens up wide vista for differentiating PD patients against other patients and not against a cohort of healthy subjects.","1558-1748","","10.1109/JSEN.2020.3035240","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9246541","Essential tremor;feature engineering;machine learning;Parkinson’s disease;video processing","Task analysis;Sensors;Diseases;Machine learning;Wearable sensors;Kinematics;Feature extraction","","20","","36","IEEE","2 Nov 2020","","","IEEE","IEEE Journals"
"Functional Connectivity in Parkinson Disease Through Mixture Modelling","V. P. Oikonomou; K. Blekas; L. Astrakas","Information Technologies Institute, Centre for Research and Technology Hellas, Thessaloniki, Greece; Information Technologies Institute, Centre for Research and Technology Hellas, Thessaloniki, Greece; Information Technologies Institute, Centre for Research and Technology Hellas, Thessaloniki, Greece","2018 IEEE 13th Image, Video, and Multidimensional Signal Processing Workshop (IVMSP)","30 Aug 2018","2018","","","1","5","Functional MRI (fMRI) is one of the most important techniques to study the human brain. A relatively new problem to the analysis of fMRI data is the identification of brain networks when the brain is at rest, i.e., no external stimulus is applied to the subject. In this work, we present an advanced method to estimate the Resting State Networks (RSNs) based on a mixture of regression models. More specifically, we adopt the Maximum A Posteriori (MAP) Expectation - Maximization (EM) framework. A critical step of our approach is the use of smoothness prior to model the resting state fMRI time - series. Also, it is important to enforce spatial properties in our model due to physical properties of fMRI time series. We provide experimental results using real fMRI benchmarks that show the efficiency of our method. More specifically, our analysis on resting state fMRI time series from subjects with Parkinson Disease (PD) shows that brain connectivity could be used as a potential biomarker.","","978-1-5386-0951-4","10.1109/IVMSPW.2018.8448676","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8448676","","Functional magnetic resonance imaging;Time series analysis;Brain modeling;Task analysis;Analytical models;Mixture models;Data models","","","","23","IEEE","30 Aug 2018","","","IEEE","IEEE Conferences"
"Parkinson's disease classification using machine learning algorithms: performance analysis and comparison","A. Ouhmida; A. Raihani; B. Cherradi; Y. Lamalem","EEIS Laboratory, ENSET of Mohammedia, Hassan II University of Casablanca, Mohammedia, Morocco; EEIS Laboratory, ENSET of Mohammedia, Hassan II University of Casablanca, Mohammedia, Morocco; STIE Team, CRMEF Casablanca-Settat. EEIS Laboratory, ENSET of Mohammedia, Hassan II University of Casablanca, Mohammedia, Morocco; Computer research laboratory (L@RI) Faculty of science, Ibn Tofail University, Kenitra, Morocco","2022 2nd International Conference on Innovative Research in Applied Science, Engineering and Technology (IRASET)","25 Mar 2022","2022","","","1","6","Detection of Parkinson's disease remains challenge for physicians, especially, in the clinical field due to the difficulty of cure. Thus, algorithms of classification have the main role in the assessment of this neurodegenerative disorder. In this paper, we focus on the analysis and the evaluation of nine Machine Learning Algorithms (MLA), namely Support Vector Machine (SVM), Logistic Regression, Discriminant Analysis, K-Nearest Neighbors (KNN), Decision tree, Random Forest, Bagging tree, Naïve Bayes, and AdaBoost. Classification algorithms were applied to a Parkinson's dataset of 240 speech measurements with 44 features using several evaluation parameters to establish the efficiency score of each classifier. We found that the KNN classifier yielded the highest accuracy rate of 97.22% and F1-score of 97.30%.","","978-1-6654-2209-3","10.1109/IRASET52964.2022.9738264","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9738264","Parkinson's disease;KNN;SVM;Discriminant analysis;Decision Tree;Random Forest;Bagging tree;Naïve Bayes;Adaboost;medical diagnosis","Support vector machines;Machine learning algorithms;Parkinson's disease;Medical services;Forestry;Classification algorithms;Performance analysis","","32","","45","IEEE","25 Mar 2022","","","IEEE","IEEE Conferences"
"Detection of Parkinson's Disease Using Machine Learning: A Case Study","A. S. Rathore; A. Chand Rajan; A. Kanwal; P. C. Joshi; M. Kumar; C. Bhatt","Department of Computer Science & Engineering, Graphic Era Hill University, Dehradun, Uttarakhand; Department of Computer Science & Engineering, Graphic Era Hill University, Dehradun, Uttarakhand; Department of Computer Science & Engineering, Graphic Era Hill University, Dehradun, Uttarakhand; Department of Computer Science & Engineering, Graphic Era Hill University, Dehradun, Uttarakhand; Department of Computer Science & Engineering, Graphic Era Hill University, Dehradun, Uttarakhand; Department of Computer Science & Engineering, Graphic Era Hill University, Dehradun, Uttarakhand",2023 International Conference on Sustainable Emerging Innovations in Engineering and Technology (ICSEIET),"7 Nov 2023","2023","","","401","406","Detecting Parkinson's disease is a complex task that comprises of examining different aspects of the body, mind, and the nervous system. But researchers have discovered a new way to use speech metadata to diagnose people with Parkinson's disease by extracting features from people's voices. In this paper, we have applied Naive Bayes, Logistic Regression, Gradient Boosting, Random Forest, Multilayer Perceptron and Stacked Classifiers to evaluate different learning models for detection and the Stacked Classifier and Gradient Boosted models reached the highest accuracy with 89.47% and 88.15%, respectively. The multilayer perceptron model has the lowest accuracy with 84.21%. Therefore, the Stacking Classifier and Gradient Boosting models were found to be optimal for similar data. This study provides insight into the selection of an appropriate machine learning models for accurate prediction.","","979-8-3503-2919-3","10.1109/ICSEIET58677.2023.10303582","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10303582","Parkinson's disease;Machine Learning;Artificial Intelligence","Logistic regression;Technological innovation;Speech analysis;Parkinson's disease;Stacking;Multilayer perceptrons;Boosting","","","","10","IEEE","7 Nov 2023","","","IEEE","IEEE Conferences"
"Deep Transfer Learning Based Parkinson’s Disease Detection Using Optimized Feature Selection","S. M. Abdullah; T. Abbas; M. H. Bashir; I. A. Khaja; M. Ahmad; N. F. Soliman; W. El-Shafai","Department of Computer Sciences, University of Technology, Baghdad, Iraq; Department of Computer Sciences, College of Science, Mustansiriyah University, Baghdad, Iraq; Department of Computer Engineering, Jamia Millia Islamia, New Delhi, India; Department of Computer Engineering, Jamia Millia Islamia, New Delhi, India; Department of Computer Engineering, Jamia Millia Islamia, New Delhi, India; Department of Information Technology, College of Computer and Information Sciences, Princess Nourah bint Abdulrahman University, Riyadh, Saudi Arabia; Computer Science Department, Security Engineering Laboratory, Prince Sultan University, Riyadh, Saudi Arabia",IEEE Access,"13 Jan 2023","2023","11","","3511","3524","Parkinson’s disease (PD) is one of the chronic neurological diseases whose progression is slow and symptoms have similarities with other diseases. Early detection and diagnosis of PD is crucial to prescribe proper treatment for patient’s productive and healthy lives. The disease’s symptoms are characterized by tremors, muscle rigidity, slowness in movements, balancing along with other psychiatric symptoms. The dynamics of handwritten records served as one of the dominant mechanisms which support PD detection and assessment. Several machine learning methods have been investigated for the early detection of this disease. But most of these handcrafted feature extraction techniques predominantly suffer from low performance accuracy issues. This cannot be tolerable for dealing with detection of such a chronic ailment. To this end, an efficient deep learning model is proposed which can assist to have early detection of Parkinson’s disease. The significant contribution of the proposed model is to select the most optimum features which have the effect of getting the high-performance accuracies. The feature optimization is done through genetic algorithm wherein  $K$ -Nearest Neighbour technique. The proposed novel model results into detection accuracy higher than 95%, precision of 98%, area under curve of 0.90 with a loss of 0.12 only. The performance of proposed model is compared with some state-of-the-art machine learning and deep learning-based PD detection approaches to demonstrate the better detection ability of our model.","2169-3536","","10.1109/ACCESS.2023.3233969","Deanship of Scientific Research, Princess Nourah Bint Abdulrahman University, Riyadh, Saudi Arabia(grant numbers:PNURSP2023R66); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10005184","Parkinson’s disease;neurological disorder;handwritten records;transfer learning;deep learning","Diseases;Deep learning;Medical diagnostic imaging;Feature extraction;Transfer learning;Brain modeling;Neurological diseases;Parkinson's disease","","68","","29","CCBY","3 Jan 2023","","","IEEE","IEEE Journals"
"Recent Advances in Multimodal Machine Learning for Parkinson's Disease Diagnosis: A Comprehensive Review","I. Ayus; C. Azad","Department of Computer Science and Engineering, National Institute of Technology Jamshedpur, Jamshedpur, Jharkhand; Department of Computer Science and Engineering, National Institute of Technology Jamshedpur, Jamshedpur, Jharkhand",2023 2nd International Conference on Ambient Intelligence in Health Care (ICAIHC),"16 Feb 2024","2023","","","1","7","Parkinson's Disease is a complex neurodegenerative disorder with diverse clinical manifestations, necessitating accurate and early diagnosis for optimal patient management. In recent years, the combination of advanced machine learning techniques and multimodal data has demonstrated promising potential in improving PD diagnosis. The recent developments in multimodal machine learning approaches for the diagnosis of Parkinson's disease are thoroughly and methodically examined in this review article. This study provides a thorough overview of the various techniques used to record various disease-related aspects, including gait, clinical, handwriting, neuroimaging, genetic, and wearable sensor data. The potential for increasing diagnostic precision for PD is highlighted in this paper, along with the benefits and difficulties of integrating multiple data sources. Additionally, we discuss the interpretability and generalizability of these models in clinical settings. This review emphasizes the changing landscape of multimodal machine learning in PD diagnosis through a thorough analysis of recent studies, and it offers insights into potential future research directions.","","979-8-3503-4488-2","10.1109/ICAIHC59020.2023.10431435","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10431435","Machine learning;Multimodality data;Parkinson's disease;Deep learning;Biomarkers","Ethics;Parkinson's disease;Soft sensors;Biological system modeling;Medical services;Genetics;Statistics","","1","","54","IEEE","16 Feb 2024","","","IEEE","IEEE Conferences"
"KinGloves: Rapid Prototyping of Usability Enhanced Sensing Gloves for Parkinson's Disease","V. Ravichandran; S. Chomal; R. Arruda; M. A. Al Rumon; A. -M. Dupre; K. Fapohunda; P. Tandon; J. Owens; G. Macht; C. Kosiba-Quiterio; D. Solanki; K. Mankodiya","Department of Electrical, Computer, and Biomedical Engineering, University of Rhode Island, Kingston, USA; Department of Electrical, Computer, and Biomedical Engineering, University of Rhode Island, Kingston, USA; Department of Textiles, Fashion Merchandising and Design, University of Rhode Island, Kingston, USA; Department of Electrical, Computer, and Biomedical Engineering, University of Rhode Island, Kingston, USA; Department of Physical Therapy, University of Rhode Island, Kingston, USA; Department of Electrical, Computer, and Biomedical Engineering, University of Rhode Island, Kingston, USA; Indian Institute of Information Technology Design and Manufacturing; Nautilus Defense, Pawtucket, USA; Department of Mechanical, Industrial and Systems Engineering, University of Rhode Island, Kingston, USA; Rock Steady Boxing, East Greenwich, USA; Department of Electrical, Computer, and Biomedical Engineering, University of Rhode Island, Kingston, USA; Department of Electrical, Computer, and Biomedical Engineering, University of Rhode Island, Kingston, USA","2024 International Conference on the Challenges, Opportunities, Innovations and Applications in Electronic Textiles (E-Textiles)","14 Mar 2025","2024","","","244","252","Parkinson's Disease (PD) is a progressive neurological movement disorder causing motor (movement) impairments, leading to difficulty in performing activities of daily living such as eating, writing, cutting vegetables, buttoning a shirt, tying shoelaces, brushing teeth, etc. Although sensing clothes has gained popularity in monitoring disease progression in home settings, they pose usability challenges arising from movement/cognitive symptoms that hamper their adoption and adherence. In this study, we employ a user-centered design process with an aim to improve the wearability of gloves through a multi-phase study involving 23 people with PD (PwPD). The goal was to design gloves with suitable wrist closure and finger insertion mechanisms to enable independent upper-body movement assessments. The first phase conducted with 4 PwPD helped identify preferred and undesired glove-wearing mechanics through 12 daily living tasks. Next, a rapid prototyping process for textiles, using a laser cutter, produced three design concepts for evaluation by 9 PwPD. The best-performing prototype design was chosen for capacitive sensing thread integration and design revision. The capacitive sensing threads play a crucial role in accurately measuring finger flexion and extension, providing high-resolution data on hand movements that are critical for assessing finger movements associated with Parkinson's Disease symptoms. After incorporating participant feedback, the improved design had an average reduction of 23% in time to wear and 250% in time to take off when tested with 18 PwPD. In particular, features such as a view window for fingers and use of zippers had been reported by participants to improve glove usability.","","978-3-00-080429-8","10.23919/E-Textiles63767.2024.10914184","National Science Foundation(grant numbers:1652538,1919135); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10914184","Parkinson's Disease;E-Textiles;Rapid Prototyping;Adaptive Clothing;Accessiblity Design;Movement Impairments;Capacitive sensing","Wrist;Technological innovation;Parkinson's disease;User centered design;Writing;Rapid prototyping;Sensors;Usability;Yarn;Textiles","","","","38","","14 Mar 2025","","","IEEE","IEEE Conferences"
"Touch-free reaching task for Parkinson's disease patients: A motion sensing approach","Y. Salimpour; J. -H. Chien; C. -C. Liu; S. Lee; S. Guadix; K. A. Mills; W. S. Anderson","Functional Neurosurgery Laboratory, Johns Hopkins School of Medicine, Baltimore, MD, US; Functional Neurosurgery Laboratory, Johns Hopkins School of Medicine, Baltimore, MD, US; Functional Neurosurgery Laboratory, Johns Hopkins School of Medicine, Baltimore, MD, US; Functional Neurosurgery Laboratory, Johns Hopkins School of Medicine, Baltimore, MD, US; Functional Neurosurgery Laboratory, Johns Hopkins School of Medicine, Baltimore, MD, US; Department of Neurology, Johns Hopkins School of Medicine, Baltimore, MD, US; Department of Neurology, Johns Hopkins School of Medicine, Baltimore, MD, US",2017 39th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),"14 Sep 2017","2017","","","3918","3921","The use of motion tracking devices in healthcare is under investigation. Although many motion tracking applications have been proposed to monitor the progress of rehabilitation, using such technology to quantify the progression or improvement of therapies for movement disorders is still scarce. In this study, we introduce a touch-free reaching task which uses a motion sensing device. Our motion tracking system combines a motion tracking device and visual feedback to implement a movement task for the evaluation of the state of motor functions impairment symptoms in Parkinson's disease and other movement disorders.","1558-4615","978-1-5090-2809-2","10.1109/EMBC.2017.8037713","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8037713","Center-out reaching task;motion sensing device;motion tracking;Microsoft Kinect;Parkinson's disease;movement disorder;neuromodulation","Tracking;Trajectory;Sensors;Satellite broadcasting;Diseases;Neurosurgery;Visualization","Feedback, Sensory;Humans;Motion;Movement;Parkinson Disease;Touch","5","","17","IEEE","14 Sep 2017","","","IEEE","IEEE Conferences"
"Design and Implementation of an Instrumented walking cane for Detection of Freezing of Gait","J. Haidar Ahmad; A. El-Asmar; R. Abi Zeid Daou; A. Hayek; J. Boercsoek","Biomedical Technologies Department, Faculty of Public Health, Jounieh, Lebanon; Biomedical Technologies Department, Faculty of Public Health, Jounieh, Lebanon; Biomedical Technologies Department, Faculty of Public Health, Jounieh, Lebanon; Department of Computer Architecture and System Programming, Faculty of Electrical Engineering/Computer Science, University of Kassel, Germany; Department of Computer Architecture and System Programming, Faculty of Electrical Engineering/Computer Science, University of Kassel, Germany",2021 IEEE 3rd International Multidisciplinary Conference on Engineering Technology (IMCET),"10 Jan 2022","2021","","","125","129","Independent mobility is an important feature of an individual's normal life and with the elderly population continually growing, assistive devices such as walkers and canes provide help and guidance to users. Freezing of Gait (FoG) is an episodic phenomenon that is a common symptom of an age-related disease known as Parkinson Disease (PD). This paper is headed toward implementing a detection, diagnosis and correction system for FoG episodes. The proposed cane will generate visual, auditory and tactile cues to help patients overcome this problem, therefore reducing fall risks. In addition, a vibrating calf cuff will be attached to the calf for muscle stimulation. A compatible android phone application is designed to display heart rate measurements of the patient as well as his exact location in case of fall detection. The system is considered to be an electrically safe, portable, comfortable and a low-cost device. The performance of this system is analyzed thoroughly and the accuracy of all methodologies is considered carefully and evaluated. The results have shown no faulty errors and good accuracy and detection percentages.","","978-1-6654-0587-4","10.1109/IMCET53404.2021.9665625","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9665625","Parkinson's Disease;Freezing of Gait;Detection;Diagnosis;Instrumented Cane;Phone Application;Location;Fall detection","Performance evaluation;Legged locomotion;Visualization;Instruments;Sociology;Muscles;Statistics","","1","","9","IEEE","10 Jan 2022","","","IEEE","IEEE Conferences"
