AUTHOR	TITLE	JOURNAL	LANGUANGE	DOCTYPE	KEYWORDS	ABSTRACT	AFFILIATION	DOI	PUBYEAR	PUBVOL	PUBISSUE	FPAGE	LPAGE	ARTNUMBER	PAGENUM
Sterling, Kathryn; Dodd, Griffin; Alhamdi, Shatha; Asimenios, Peter; Dagda, Ruben; De Meirleir, Kenny; Hudig, Dorothy; Lombardi, Vincent	Mucosal Immunity and the Gut-Microbiota-Brain-Axis in Neuroimmune Disease	International Journal of Molecular Sciences	EN	Review	sIgA; Alzheimer’s disease; autism; microbiome; mucosal immunity; myalgic encephalomyelitis; Parkinson’s disease; multiple sclerosis; Huntington’s disease	Recent advances in next-generation sequencing (NGS) technologies have opened the door to a wellspring of information regarding the composition of the gut microbiota. Leveraging NGS technology, early metagenomic studies revealed that several diseases, such as Alzheimer’s disease, Parkinson’s disease, autism, and myalgic encephalomyelitis, are characterized by alterations in the diversity of gut-associated microbes. More recently, interest has shifted toward understanding how these microbes impact their host, with a special emphasis on their interactions with the brain. Such interactions typically occur either systemically, through the production of small molecules in the gut that are released into circulation, or through signaling via the vagus nerves which directly connect the enteric nervous system to the central nervous system. Collectively, this system of communication is now commonly referred to as the gut-microbiota-brain axis. While equally important, little attention has focused on the causes of the alterations in the composition of gut microbiota. Although several factors can contribute, mucosal immunity plays a significant role in shaping the microbiota in both healthy individuals and in association with several diseases. The purpose of this review is to provide a brief overview of the components of mucosal immunity that impact the gut microbiota and then discuss how altered immunological conditions may shape the gut microbiota and consequently affect neuroimmune diseases, using a select group of common neuroimmune diseases as examples.	Department of Biology, University of Nevada, Reno, NV 89557, USA	10.3390/ijms232113328	2022	23	21	-	-	13328	-
Maranesi, Elvira; Casoni, Elisa; Baldoni, Renato; Barboni, Ilaria; Rinaldi, Nadia; Tramontana, Barbara; Amabili, Giulio; Benadduci, Marco; Barbarossa, Federico; Luzi, Riccardo; Di Donna, Valentina; Scendoni, Pietro; Pelliccioni, Giuseppe; Lattanzio, Fabrizia; Riccardi, Giovanni; Bevilacqua, Roberta	The Effect of Non-Immersive Virtual Reality Exergames versus Traditional Physiotherapy in Parkinson’s Disease Older Patients: Preliminary Results from a Randomized-Controlled Trial	International Journal of Environmental Research and Public Health	EN	Article	older people; Parkinson’s disease; balance; gait; technology-based intervention; non-immersive virtual reality exergame; virtual reality; exergame; risk of falling; randomized controlled trial	(1) Background: Parkinson’s disease (PD) is one of the most frequent causes of disability among older people. Recently, virtual reality and exergaming have been emerged as promising tools for gait and balance rehabilitation in PD patients. Our purpose is to evaluate an innovative treatment for older patients with PD, based on non-immersive virtual reality exergames, improving gait and balance and reducing falling risk. (2) Methods: Thirty PD patients were recruited and randomly divided into two groups, to receive a traditional rehabilitation (CG) or a technological rehabilitation (TG). (3) Results: A statistical improvement of balance at the end of treatments was observed in both groups (CG: 12.4 ± 0.7 vs. 13.5 ± 0.8, p = 0.017; TG: 13.8 ± 0.5 vs. 14.7 ± 0.4, p = 0.004), while the overall risk of falling was significantly reduced only in the TG (POMA Total: 24.6 ± 0.9 vs. 25.9 ± 0.7, p = 0.010). The results between groups shows that all POMA scores differ in a statistically significant manner in the TG, emphasizing improvement not only in balance but also in gait characteristics (9.7 ± 0.8 vs. 11.4 ± 0.2, p = 0.003). Moreover, TG also improves the psychological sphere, measured thorough MSC-(17.1 ± 0.4 vs. 16.5 ± 0.4, p = 0.034). Although an improvement in FES-I and Gait Speed can be observed, this increase does not turn out to be significant. (4) Conclusions: Results suggest how non-immersive virtual reality exergaming technology offers the opportunity to effectively train cognitive and physical domains at the same time.	Scientific Direction, IRCCS INRCA, 60124 Ancona, Italy	10.3390/ijerph192214818	2022	19	22	-	-	14818	-
Santini, Sara; Rampioni, Margherita; Stara, Vera; Di Rosa, Mirko; Paciaroni, Lucia; Paolini, Susy; Fioretti, Simona; Valenza, Silvia; Riccardi, Giovanni; Pelliccioni, Giuseppe	Cognitive Digital Intervention for Older Patients with Parkinson’s Disease during COVID-19: A Mixed-Method Pilot Study	International Journal of Environmental Research and Public Health	EN	Article	parkinson’s disease; cognition; mild cognitive impairment; dementia; neuropsychological test; COVID-19; cognitive telerehabilitation	Mild cognitive impairment is frequent among people with Parkinson’s disease. Cognitive training seems effective for cognitive status and for mitigating anxiety and depression. With the COVID-19 outbreak, such therapeutic interventions were delivered online. This longitudinal mixed-method study was aimed at evaluating the effectiveness of an online cognitive treatment, carried out during COVID times and based on Parkinson’s-Adapted Cognitive Stimulation Therapy, on cognitive domains and mood of 18 older people with Parkinson’s disease. After screening, the cognitive status and mood were assessed three times by Addenbrooke’s Cognitive Examination-Revised scale and the Geriatric Depression Scale-Short Form. At the follow-up, patients were also interviewed for understanding their experience with the technology. Such treatment was effective on the participants’ cognitive functions, but not on their mood. Despite some initial problems with the technology, the online intervention was experienced as a way of not being ‘left behind’, staying in contact with others, and being safe during the lockdown. This suggests that online cognitive treatment can be adopted to integrate face-to-face interventions by increasing their efficacy, accessibility, and long-term outcomes. Suggestions for future research are given.	Centre for Socio-Economic Research on Aging, IRCCS INRCA-National Institute of Health and Science on Aging, Via Santa Margherita 5, 60124 Ancona, Italy	10.3390/ijerph192214844	2022	19	22	-	-	14844	-
Maskeliūnas, Rytis; Damaševičius, Robertas; Kulikajevas, Audrius; Padervinskis, Evaldas; Pribuišis, Kipras; Uloza, Virgilijus	A Hybrid U-Lossian Deep Learning Network for Screening and Evaluating Parkinson’s Disease	Applied Sciences	EN	Article	Parkinson’s disease; voice analysis; voice screening; speech signal processing	Speech impairment analysis and processing technologies have evolved substantially in recent years, and the use of voice as a biomarker has gained popularity. We have developed an approach for clinical speech signal processing to demonstrate the promise of deep learning-driven voice analysis as a screening tool for Parkinson’s Disease (PD), the world’s second most prevalent neurodegenerative disease. Detecting Parkinson’s disease symptoms typically involves an evaluation by a movement disorder expert, which can be difficult to get and yield varied findings. A vocal digital biomarker might supplement the time-consuming traditional manual examination by recognizing and evaluating symptoms that characterize voice quality and level of deterioration. We present a deep learning based, custom U-lossian model for PD assessment and recognition. The study’s goal was to discover anomalies in the PD-affected voice and develop an automated screening method that can discriminate between the voices of PD patients and healthy volunteers while also providing a voice quality score. The classification accuracy was evaluated on two speech corpora (Italian PVS and own Lithuanian PD voice dataset) and we have found the result to be medically appropriate, with values of 0.8964 and 0.7949, confirming the proposed model’s high generalizability.	Faculty of Informatics, Kaunas University of Technology, 51368 Kaunas, Lithuania	10.3390/app122211601	2022	12	22	-	-	11601	-
Rastegari, Elham; Ali, Hesham; Marmelat, Vivien	Detection of Parkinson’s Disease Using Wrist Accelerometer Data and Passive Monitoring	Sensors	EN	Article	Parkinson’s disease; wearable accelerometer; early detection; passive monitoring	Parkinson’s disease is a neurodegenerative disorder impacting patients’ movement, causing a variety of movement abnormalities. It has been the focus of research studies for early detection based on wearable technologies. The benefit of wearable technologies in the domain rises by continuous monitoring of this population’s movement patterns over time. The ubiquity of wrist-worn accelerometry and the fact that the wrist is the most common and acceptable body location to wear the accelerometer for continuous monitoring suggests that wrist-worn accelerometers are the best choice for early detection of the disease and also tracking the severity of it over time. In this study, we use a dataset consisting of one-week wrist-worn accelerometry data collected from individuals with Parkinson’s disease and healthy elderlies for early detection of the disease. Two feature engineering methods, including epoch-based statistical feature engineering and the document-of-words method, were used. Using various machine learning classifiers, the impact of different windowing strategies, using the document-of-words method versus the statistical method, and the amount of data in terms of number of days were investigated. Based on our results, PD was detected with the highest average accuracy value (85% ± 15%) across 100 runs of SVM classifier using a set of features containing features from every and all windowing strategies. We also found that the document-of-words method significantly improves the classification performance compared to the statistical feature engineering model. Although the best performance of the classification task between PD and healthy elderlies was obtained using seven days of data collection, the results indicated that with three days of data collection, we can reach a classification performance that is not significantly different from a model built using seven days of data collection.	Department of Business Intelligence and Analytics, Business College, Creighton University, Omaha, NE 68178, USA	10.3390/s22239122	2022	22	23	-	-	9122	-
Huang, Yuexi; Meng, Ying; Pople, Christopher; Bethune, Allison; Jones, Ryan; Abrahao, Agessandro; Hamani, Clement; Kalia, Suneil; Kalia, Lorraine; Lipsman, Nir; Hynynen, Kullervo	Cavitation Feedback Control of Focused Ultrasound Blood-Brain Barrier Opening for Drug Delivery in Patients with Parkinson’s Disease	Pharmaceutics	EN	Article	focused ultrasound; blood-brain barrier opening; cavitation dose; microbubble infusion; Parkinson’s disease	Magnetic resonance-guided focused ultrasound (MRgFUS), in conjunction with circulating microbubbles, is an emerging technology that can transiently enhance the permeability of the blood-brain barrier (BBB) locally and non-invasively to facilitate targeted drug delivery to the brain. In this clinical trial, the feasibility and safety of BBB modulation in the putamen were evaluated for biweekly therapeutic agent delivery in patients with Parkinson’s disease. The performance of the clinical MRgFUS system’s cavitation feedback controller for active power modulation throughout the exposures was examined. The putamen was targeted unilaterally by an ExAblate Neuro MRgFUS system operating at 220 kHz. Definity microbubbles were infused via a saline bag gravity drip at a rate of 4 µL/kg per 5 min. A cavitation emissions-based feedback controller was employed to modulate the acoustic power automatically according to prescribed target cavitation dose levels. BBB opening was measured by Gadolinium (Gd)-enhanced T1-weighted MR imaging, and the presence of potential micro-hemorrhages induced by the exposures was assessed via T2*-weighted MR imaging. A total of 12 treatment sessions were carried out across four patients, with target cavitation dose levels ranging from 0.20–0.40. BBB permeability in the targeted putamen was elevated successfully in all treatments, with a 14% ± 6% mean increase in Gd-enhanced T1-weighted MRI signal intensity relative to the untreated contralateral side. No indications of red blood cell extravasations were observed on MR imaging scans acquired one day following each treatment session. The cavitation emissions-based feedback controller was effective in modulating acoustic power levels to ensure BBB permeability enhancement while avoiding micro-hemorrhages, however, further technical advancements are warranted to improve its performance for use across a wide variety of brain diseases.	Physical Sciences Platform, Sunnybrook Research Institute, Toronto, ON M4N 3M5, Canada	10.3390/pharmaceutics14122607	2022	14	12	-	-	2607	-
Kim, Min; Ho, Myoung; Joung, Min; Choi, Yong; Kang, Myung	Effect of Dispersion Medium on Pharmacokinetic Profile of Rotigotine Crystalline Suspension following Subcutaneous Injection	Pharmaceutics	EN	Article	Rotigotine; parenteral long-acting delivery; crystalline suspension; dispersion medium; pharmacokinetics; local distribution; local inflammation	Rotigotine (RTG) is prescribed as a once-daily transdermal patch for managing early Parkinson’s disease (PD), which presents issues such as skin irritation and poor patient adherence. Therefore, the aims of the present study were to formulate aqueous and oily vehicle-based RTG crystalline suspensions for prolonged delivery and to compare their pharmacokinetic profiles and the local behaviors of RTG crystals. RTG-loaded aqueous (AS) and oil suspensions (OS) were fabricated using bead-milling technology (100 mg/mL as RTG), employing carboxymethyl cellulose and sesame oil as suspending agent and oily vehicle, respectively. RTG AS and OS exhibited comparable physical properties in terms of particle size (about 800–900 nm), crystallinity, and dissolution profile, despite higher drug solubility in OS than AS (19.6 and 0.07 mg/mL, respectively). However, AS and OS exhibited markedly distinctive local distribution and inflammatory responses at the injection site, which further promoted different pharmacokinetic patterns following subcutaneous injection in rats. With OS, no drug aggregates were observed with prolonged persistence of the Sudan III-stained oily vehicle at the injection site. In contrast, with AS injection, drug clusters > 7 mm were formed, followed by an enclosure with macrophages and a fibroblastic band. Accordingly, AS exhibited a protracted pharmacokinetic profile over 3 weeks, with prolonged elimination half-life. The local inflammatory response caused by AS injection was almost alleviated after 3 weeks post-dosing. Based on these findings, we conclude that RTG AS system can be a platform to design sophisticated long-acting delivery systems with extended dosing intervals to manage PD.	College of Pharmacy, Dankook University, 119 Dandae-ro, Dongnam-gu, Cheonan 330-714, Republic of Korea	10.3390/pharmaceutics14122630	2022	14	12	-	-	2630	-
Mezzina, Giovanni; De Venuto, Daniela	A Digital Architecture for the Real-Time Tracking of Wearing off Phenomenon in Parkinson’s Disease	Sensors	EN	Article	EEG; EMG; heterogeneous computing platform; wearing off; Parkinson’s Disease	Levodopa administration is currently the most common treatment to alleviate Parkinson’s Disease (PD) symptoms. Nevertheless, prolonged use of Levodopa leads to a wearing-off (WO) phenomenon, causing symptoms to reappear. To build a personalized treatment plan aiming to manage PD and its symptoms effectively, there is a need for a technological system able to continuously and objectively assess the WO phenomenon during daily life. In this context, this paper proposes a WO tracker able to exploit neuromuscular data acquired by a dedicated wireless sensor network to discriminate between a Levodopa benefit phase and the reappearance of symptoms. The proposed architecture has been implemented on a heterogeneous computing platform, that statistically analyzes neural and muscular features to identify the best set of features to train the classifier model. Eight models among shallow and deep learning approaches are analyzed in terms of performance, timing and complexity metrics to identify the best inference engine. Experimental results on five subjects experiencing WO, showed that, in the best case, the proposed WO tracker can achieve an accuracy of ~84%, providing the inference in less than 41 ms. It is possible by employing a simple fully-connected neural network with 1 hidden layer and 32 units.	Department of Electrical and Information Engineering, Politecnico di Bari, 70125 Bari, Italy	10.3390/s22249753	2022	22	24	-	-	9753	-
Sengchuai, Kiattisak; Kanjanaroat, Chinnakrit; Jaruenpunyasak, Jermphiphut; Limsakul, Chonnanid; Tayati, Watcharin; Booranawong, Apidet; Jindapetch, Nattha	Development of a Real-Time Knee Extension Monitoring and Rehabilitation System: Range of Motion and Surface EMG Measurement and Evaluation	Healthcare	EN	Article	knee extension; rehabilitation; real-time monitoring; surface EMG; ROM	In this paper, a real-time knee extension monitoring and rehabilitation system for people, such as patients, the elderly, athletes, etc., is developed and tested. The proposed system has three major functions. The first function is two-channel surface electromyography (EMG) signal measurement and processing for the vastus lateralis (VL) and vastus medialis (VM) muscles using a developed EMG device set. The second function is the knee extension range of motion (ROM) measurement using an angle sensor device set (i.e., accelerometer sensor). Both functions are connected and parallelly processed by the NI-myRIO embedded device. Finally, the third function is the graphical user interface (GUI) using LabVIEW, where the knee rehabilitation program can be defined and flexibly set, as recommended by physical therapists and physicians. Experimental results obtained from six healthy subjects demonstrated that the proposed system can efficiently work with real-time response. It can support multiple rehabilitation users with data collection, where EMG signals with mean absolute value (MAV) and root mean square value (RMS) results and knee extension ROM data can be automatically measured and recorded based on the defined rehabilitation program. Furthermore, the proposed system is also employed in the hospital for validation and evaluation, where bio-feedback EMG and ROM data from six patients, including (a) knee osteoarthritis, (b) herniated disc, (c) knee ligament injury, (d) ischemic stroke, (e) hemorrhagic stroke, and (f) Parkinson are obtained. Such data are also collected for one month for tracking, evaluation, and treatment. With our proposed system, results indicate that the rehabilitation people can practice themselves and know their rehabilitation progress during the time of testing. The system can also evaluate (as a primary treatment) whether the therapy training is successful or not, while experts can simultaneously review the progress and set the optimal treatment program in response to the rehabilitation users. This technology can also be integrated as a part of the Internet of Things (IoT) and smart healthcare systems.	Department of Electrical Engineering, Faculty of Engineering, Prince of Songkla University, Songkhla 90110, Thailand	10.3390/healthcare10122544	2022	10	12	-	-	2544	-
Silva-Batista, Carla; Harker, Graham; Vitorio, Rodrigo; Horak, Fay; Carlson-Kuhta, Patricia; Pearson, Sean; VanDerwalker, Jess; El-Gohary, Mahmoud; Mancini, Martina	Feasibility of a Novel Therapist-Assisted Feedback System for Gait Training in Parkinson’s Disease	Sensors	EN	Article	Parkinson’s disease; visual feedback; wearable technology	We tested the feasibility of one session of treadmill training using a novel physical therapist assisted system (Mobility Rehab) using wearable sensors on the upper and lower limbs of 10 people with Parkinson’s disease (PD). Participants performed a 2-min walk overground before and after 15 min of treadmill training with Mobility Rehab, which included an electronic tablet (to visualize gait metrics) and five Opal sensors placed on both the wrists and feet and on the sternum area to measure gait and provide feedback on six gait metrics (foot-strike angle, trunk coronal range-of-motion (ROM), arm swing ROM, double-support duration, gait-cycle duration, and step asymmetry). The physical therapist used Mobility Rehab to select one or two gait metrics (from the six) to focus on during the treadmill training. Foot-strike angle (effect size (ES) = 0.56, 95% Confidence Interval (CI) = 0.14 to 0.97), trunk coronal RoM (ES = 1.39, 95% CI = 0.73 to 2.06), and arm swing RoM (ES = 1.64, 95% CI = 0.71 to 2.58) during overground walking showed significant and moderate-to-large ES following treadmill training with Mobility Rehab. Participants perceived moderate (60%) and excellent (30%) effects of Mobility Rehab on their gait. No adverse events were reported. One session of treadmill training with Mobility Rehab is feasible for people with mild-to-moderate PD.	Department of Neurology, Oregon Health &amp; Science University, Portland, OR 97239-3098, USA	10.3390/s23010128	2022	23	1	-	-	128	-
